Rostov,Rostov,1980.??.??,?,"Ehlvest, Jaan","Ryskin, Alexander",,,C91,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['d4', 'Bg4'], ['Be3', 'exd4'], ['cxd4', 'Na5'], ['Bc2', 'c5'], ['dxc5', 'dxc5'], ['Nbd2', 'Nd7'], ['Qb1', 'Nc6\n'], ['e5', 'h6'], ['Be4', 'Rc8'], ['Bf5', 'Bxf5'], ['Qxf5', 'Nb6'], ['Ne4', 'Qd7'], ['Qh5', 'Nb4'], ['Nf6+', 'gxf6\n'], ['Bxh6', 'Qd3'], ['exf6', 'Bxf6'], ['Ne5', 'Qh7'], ['Re3', 'Bxe5'], ['Rxe5', 'Rc6'], ['Rg5+', 'Rg6'], ['Bxf8', 'Qxh5\n'], ['Rxh5', 'Kxf8'], ['Rxc5', 'Re6'], ['h4', 'Re2'], ['a3', 'Nd3'], ['Rc6', 'Nc4'], ['b3', 'Nce5'], ['Rxa6', 'Rxf2\n'], ['a4', 'Rb2'], ['Rf1', 'Rxb3'], ['a5', 'Ra3'], ['Ra8+', 'Kg7'], ['a6', 'b4'], ['a7', 'b3'], ['Rb8', 'Rxa7\n'], ['Rxb3', 'Ra4'], ['Rd1', 'Rd4'], ['g3', 'Rd6'], ['Kg2', 'Kg6'], ['Ra3', 'f5'], ['Kf1', 'Rd4'], ['Ra6+', 'Kh5\n'], ['Ra5', 'Re4'], ['Rxd3', 'Nxd3'], ['Rxf5+', 'Kg4'], ['Ra5', 'Kh3'], ['Ra1', 'Kxg3'], ['h5', 'Kf3'], ['Rd1', 'Nf4\n'], ['Rd8', 'Nxh5'], ['Rd3+', 'Kg4'], ['Kf2', 'Nf4'], ['Rg3+', 'Kf5']]",1/2-1/2
FIDE WCh KO,Moscow RUS,2001.12.02,3.6,"Ehlvest,J","Smirin,I",,,B60,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bg5', 'a6'], ['Qd2', 'Qb6'], ['Nxc6', 'bxc6\n'], ['Na4', 'Qc7'], ['Bd3', 'd5'], ['Bxf6', 'gxf6'], ['O-O', 'e6'], ['c4', 'dxe4'], ['Bxe4', 'f5'], ['Bf3', 'Bg7\n'], ['c5', 'O-O'], ['Rad1', 'Be5'], ['Nb6', 'Rb8'], ['g3', 'Kh8'], ['b4', 'Bb7'], ['Qe3', 'f4'], ['Qe4', 'f5\n'], ['Qe2', 'Bc8'], ['a3', 'fxg3'], ['hxg3', 'Rg8'], ['Rfe1', 'Bc3'], ['Rf1', 'e5'], ['Qc4', 'Bd4'], ['Kg2', 'Qg7\n'], ['Rh1', 'f4'], ['Be4', 'h6'], ['Nxc8', 'Bxf2'], ['Kxf2', 'Qxg3+'], ['Kf1', '']]",1-0
FIDE WCh KO,Moscow RUS,2001.12.02,3.7,"Ehlvest,J","Smirin,I",,,B66,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bg5', 'a6'], ['Qd2', 'e6'], ['O-O-O', 'Qb6\n'], ['Nxc6', 'bxc6'], ['Bc4', 'Be7'], ['Bb3', 'e5'], ['Bxf6', 'gxf6'], ['f4', 'a5'], ['Rhf1', 'Bg4'], ['Rde1', 'Be6\n'], ['Qd3', 'Qd4'], ['Bxe6', 'fxe6'], ['Qh3', 'Kd7'], ['Rd1', 'Qc5'], ['f5', 'exf5'], ['Qxf5+', 'Kc7'], ['Rd3', 'Qb6\n'], ['Na4', 'Qb4'], ['b3', 'Rab8'], ['Nb2', 'Qa3'], ['Kb1', 'a4'], ['Qe6', 'Rhe8'], ['Nc4', 'Qc5'], ['Rfd1', 'axb3\n'], ['cxb3', 'Rbd8'], ['Ne3', 'Kb7'], ['Rc1', 'Qb5'], ['Rc4', 'd5'], ['exd5', 'cxd5'], ['Rxd5', 'Rxd5'], ['Nxd5', 'Ba3\n'], ['Qf7+', 'Kb8'], ['Nc7', 'Qa5'], ['Qxe8+', '']]",1-0
FIDE WCh KO,Moscow RUS,2001.12.05,4.2,"Ehlvest,J","Bareev,E",,,B12,"[['e4', 'c6'], ['d4', 'd5'], ['e5', 'Bf5'], ['Nc3', 'e6'], ['g4', 'Bg6'], ['Nge2', 'c5'], ['h4', 'h5'], ['Nf4', 'Bh7'], ['Bb5+', 'Nc6\n'], ['Nxh5', 'cxd4'], ['Qxd4', 'Ne7'], ['Bg5', 'a6'], ['Bxc6+', 'Nxc6'], ['Qa4', 'b5'], ['Qf4', 'Qc7'], ['O-O-O', 'b4\n'], ['Nxd5', 'exd5'], ['Rd2', 'Nd8'], ['Bxd8', 'Rxd8'], ['Re1', 'Bg6'], ['Qf3', 'Bxh5'], ['e6', 'Bd6'], ['Rde2', 'Qc4\n'], ['exf7+', 'Kd7'], ['Re7+', 'Bxe7'], ['Qf5+', 'Kc6']]",0-1
Keres Mem Rapid,Tallinn EST,2002.01.05,1,"Seeman,T","Ehlvest,J",,,B20,"[['g3', 'c5'], ['Bg2', 'g6'], ['e4', 'Bg7'], ['d3', 'Nc6'], ['f4', 'd6'], ['Nf3', 'Nf6'], ['O-O', 'O-O'], ['Nc3', 'Rb8\n'], ['h3', 'b5'], ['g4', 'b4'], ['Ne2', 'a5'], ['Ng3', 'Ba6'], ['Be3', 'Nd7'], ['Rb1', 'Qc7'], ['Rf2', 'Rbc8'], ['g5', 'Nd4\n'], ['h4', 'Nxf3+'], ['Qxf3', 'Nb8'], ['f5', 'Nd7'], ['h5', 'Ne5'], ['Qf4', 'Bxd3'], ['cxd3', 'Nxd3'], ['Qh4', 'Nxf2\n'], ['Bxf2', 'e6'], ['hxg6', 'fxg6'], ['f6', 'Bh8'], ['Bh3', 'Rce8'], ['Kg2', 'c4'], ['Ne2', 'e5'], ['Rh1', 'Qf7\n'], ['Ng3', 'h5'], ['Nxh5', 'gxh5'], ['Bg4', 'Bxf6'], ['Bxh5', 'Qg7'], ['Be3', 'Bd8'], ['Be2', 'd5'], ['exd5', 'Rf4\n'], ['Bxf4', 'exf4'], ['Qh5', 'Qxg5+'], ['Qxg5+', 'Bxg5'], ['Bxc4', 'Kg7'], ['d6', 'Re4'], ['b3', 'Rd4'], ['Kf3', 'Rxd6']]",0-1
Keres Mem Rapid,Tallinn EST,2002.01.05,2,"Rytshagov,M","Ehlvest,J",,,B84,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Be3', 'a6'], ['Be2', 'Qc7'], ['Qd2', 'Be7\n'], ['O-O-O', 'Nc6'], ['f4', 'O-O'], ['g4', 'Nxd4'], ['Bxd4', 'b5'], ['g5', 'Nd7'], ['a3', 'Bb7'], ['Rhf1', 'Nc5\n'], ['Bf3', 'a5'], ['f5', 'b4'], ['f6', 'bxc3'], ['Qxc3', 'e5'], ['fxe7', 'Qxe7'], ['Bxc5', 'dxc5'], ['h4', 'a4\n'], ['Rd2', 'Rfd8'], ['Rdf2', 'Ba6'], ['Be2', 'Bxe2'], ['Rxe2', 'Rd4'], ['Ref2', 'Rf8'], ['Qf3', 'Qb7'], ['c3', 'Rd7\n'], ['h5', 'Qb3'], ['Rd1', 'Rb7'], ['Qd3', 'Qa2'], ['Qb1', 'Qc4'], ['Qd3', 'Qa2'], ['Qb1', 'Qc4'], ['Rfd2', 'Rbb8\n'], ['h6', 'Qe6'], ['hxg7', 'Kxg7'], ['Qd3', 'Rfd8'], ['Qf1', 'Rxd2'], ['Rxd2', '']]",1-0
Keres Mem Rapid,Tallinn EST,2002.01.05,3,"Ehlvest,J","Lautier,J",,,B46,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'e6'], ['Nc3', 'a6'], ['g4', 'Qc7'], ['Nxc6', 'dxc6'], ['f4', 'e5\n'], ['f5', 'Bc5'], ['Qf3', 'b5'], ['g5', 'Ne7'], ['Bd2', 'Bb7'], ['f6', 'gxf6'], ['gxf6', 'Ng6'], ['Bh3', 'Bc8\n'], ['O-O-O', 'Bxh3'], ['Qxh3', 'Qc8'], ['Qf5', 'O-O'], ['Qg5', 'Qh3'], ['Qf5', 'Qh4'], ['Bg5', 'Qh5'], ['Rd3', 'h6\n'], ['Bd2', 'Qxf5'], ['exf5', 'Nf4'], ['Rg3+', 'Kh8'], ['Ne4', 'Bb6'], ['Rg4', 'Rg8'], ['Rh4', 'Kh7'], ['Re1', 'Rg2\n'], ['h3', 'Rd8'], ['Bxf4', 'exf4'], ['a4', 'f3'], ['Rf1', 'f2'], ['Rg4', 'Rg1'], ['Ng3', 'Be3+']]",0-1
Keres Mem Rapid,Tallinn EST,2002.01.06,4,"Van Wely,L","Ehlvest,J",,,E15,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Ba6'], ['b3', 'Bb4+'], ['Bd2', 'Be7'], ['Bg2', 'c6'], ['O-O', 'd5\n'], ['Qc2', 'Nbd7'], ['Rd1', 'Rc8'], ['a4', 'c5'], ['a5', 'dxc4'], ['axb6', 'cxb3'], ['Qxb3', 'Bxe2'], ['bxa7', 'Bxd1\n'], ['Qxd1', 'O-O'], ['Ba5', 'Qe8'], ['Nc3', 'Nd5'], ['Nxd5', 'exd5'], ['Qb3', 'Ra8'], ['Qb7', 'Nf6'], ['Re1', 'Qa4\n'], ['Bb6', 'Rfe8'], ['Rxe7', 'Rxe7'], ['Qxe7', 'Ne4'], ['Ng5', 'Qa1+'], ['Bf1', 'Nd2'], ['Qe2', 'Nxf1'], ['Qxf1', 'Qxd4\n'], ['Qa6', 'Qe5'], ['Qb7', 'Qe8'], ['Bxc5', 'h6'], ['Nf3', 'Rc8'], ['Kg2', 'Ra8'], ['Bd6', 'Kh7'], ['Qb8', 'Qc6\n'], ['Nd4', 'Qc4'], ['Qxa8', 'Qxd4'], ['Qe8', 'Qxa7'], ['Qe5', 'Qb7']]",0-1
Keres Mem Rapid,Tallinn EST,2002.01.06,5,"Ehlvest,J","Khalifman,A",,,B90,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['f3', 'Nc6'], ['Be3', 'd5'], ['exd5', 'Nxd5\n'], ['Nxd5', 'Qxd5'], ['Qd2', 'Nxd4'], ['Qxd4', 'Qxd4'], ['Bxd4', 'f6'], ['f4', 'Bf5'], ['O-O-O', 'e6'], ['Bb6', 'Rc8\n'], ['Bd3', 'Bd6'], ['g3', 'Bxd3'], ['Rxd3', 'Rc6'], ['Rhd1', 'Ke7'], ['Rxd6', 'Rxd6'], ['Bc5', 'Rd8'], ['c4', 'b6\n'], ['Ba3', 'e5'], ['fxe5', 'fxe5'], ['Kc2', 'a5'], ['b3', 'Ke6'], ['Bxd6', 'Rxd6'], ['Rxd6+', 'Kxd6'], ['Kd3', 'Kc5\n'], ['a3', 'h5'], ['Kc3', 'Kd6'], ['b4', 'g6'], ['Kd3', 'Ke6'], ['Ke4', 'Kd6'], ['h3', 'Ke6'], ['g4', 'hxg4'], ['hxg4', 'Kd6\n'], ['g5', 'a4'], ['Kd3', 'Kc6'], ['Ke3', 'Kd7']]",1/2-1/2
Keres Mem Rapid,Tallinn EST,2002.01.06,6,"Sveshnikov,E","Ehlvest,J",,,B14,"[['e4', 'c6'], ['d4', 'd5'], ['exd5', 'cxd5'], ['c4', 'Nf6'], ['Nc3', 'e6'], ['Nf3', 'Bb4'], ['cxd5', 'Nxd5'], ['Qc2', 'Nc6\n'], ['Be2', 'O-O'], ['O-O', 'Be7'], ['Rd1', 'Bf6'], ['Qe4', 'Nce7'], ['h4', 'Bd7'], ['Ne5', 'Nxc3'], ['bxc3', 'Ba4\n'], ['Re1', 'Bxe5'], ['dxe5', 'Bc6'], ['Qg4', 'Nf5'], ['Bg5', 'Qa5'], ['Bd3', 'Qxc3'], ['Bxf5', 'exf5'], ['Qxf5', 'Rfe8\n'], ['Rad1', 'Re6'], ['Re3', 'Qc5'], ['h5', 'Rae8'], ['Qg4', 'Qf8'], ['Bf4', 'f6'], ['Rd6', 'Rxd6'], ['exd6', 'Rxe3\n'], ['fxe3', 'Qe8'], ['Qf5', 'h6'], ['Kf2', 'Kf7'], ['Qg6+', 'Kf8'], ['Qg4', 'Qd7'], ['Qg6', 'Qe6'], ['a3', 'Qf7\n'], ['Qd3', 'Qa2+'], ['Ke1', 'Qd5'], ['Qh7', 'Qxg2'], ['Qh8+', 'Kf7'], ['Qc8', 'Bf3'], ['Qc4+', 'Ke8'], ['Qg8+', 'Kd7\n'], ['Qf7+', 'Kc6'], ['Qc4+', 'Kd7'], ['Qb5+', 'Bc6'], ['Qf5+', 'Kd8'], ['Qa5+', 'Ke8'], ['Qc7', 'Qg1+'], ['Kd2', 'Qg2+\n'], ['Kc3', 'Qe4'], ['Qxg7', 'Bb5'], ['Qg8+', 'Kd7'], ['Qf7+', 'Kc6'], ['Qc7+', '']]",1-0
Keres Mem Rapid,Tallinn EST,2002.01.06,7,"Ehlvest,J","Gavrikov,Vi",,,B44,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'e6'], ['Nb5', 'd6'], ['c4', 'Nf6'], ['N1c3', 'a6'], ['Na3', 'Be7\n'], ['Be2', 'b6'], ['O-O', 'Bb7'], ['Be3', 'O-O'], ['Qb3', 'Nd7'], ['Rfd1', 'Nc5'], ['Qc2', 'Rc8'], ['Rac1', 'Qc7\n'], ['f3', 'Qb8'], ['Nab1', 'Ba8'], ['a3', 'Nd7'], ['Kh1', 'Rfd8'], ['Bf1', 'Nce5'], ['Nd2', 'Bc6'], ['Qb1', 'Nf6\n'], ['b4', 'Ba8'], ['Bd4', 'Nc6'], ['Bg1', 'Nd7'], ['Nb3', 'Nce5'], ['Nd2', 'Bg5'], ['Qa2', 'h5'], ['Ncb1', 'h4\n'], ['Qb3', 'Ng6'], ['Be3', 'Bf6'], ['Nc3', 'Re8'], ['Ne2', 'Nde5'], ['h3', 'Red8'], ['Qb1', 'Nd7'], ['Nb3', 'Be7\n'], ['Ned4', 'Bb7'], ['Ne2', 'Ba8'], ['Nf4', 'Nge5'], ['Qa2', 'Rc7']]",1/2-1/2
Aeroflot Open,Moscow RUS,2002.02.05,1,"Bagirov,R","Ehlvest,J",,,D60,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'Be7'], ['Bg5', 'O-O'], ['e3', 'Nbd7'], ['cxd5', 'Nxd5'], ['Bxe7', 'Qxe7\n'], ['Nxd5', 'exd5'], ['Bd3', 'Nf6'], ['Qc2', 'c6'], ['O-O', 'g6'], ['Qc5', 'Qxc5'], ['dxc5', 'Nh5'], ['Nd4', 'Ng7\n'], ['b4', 'Ne6'], ['Nb3', 'Bd7'], ['Rfc1', 'Rab8'], ['f4', 'Rfe8'], ['Kf2', 'Kg7'], ['Rc2', 'h5'], ['Rd1', 'Kf6\n'], ['g3', 'Ng7'], ['Nd4', 'Bf5'], ['b5', 'Ne6'], ['Bxf5', 'Nxd4'], ['Rxd4', 'Kxf5'], ['Ra4', 'Ra8'], ['bxc6', 'bxc6\n'], ['Ra6', 'Rec8'], ['Kf3', 'Rc7'], ['Rd2', 'g5'], ['fxg5', 'Kxg5'], ['e4', 'dxe4+'], ['Kxe4', 'Re8+'], ['Kf3', 'Re5\n'], ['Rc2', 'Kf5']]",1/2-1/2
Aeroflot Open,Moscow RUS,2002.02.05,2,"Ehlvest,J","Zubarev,A1",,,B44,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'e6'], ['Nb5', 'd6'], ['c4', 'Be7'], ['N1c3', 'a6'], ['Na3', 'Nf6\n'], ['Be2', 'O-O'], ['O-O', 'b6'], ['Be3', 'Bb7'], ['Qb3', 'Nd7'], ['Rfd1', 'Nc5'], ['Qc2', 'Qc7'], ['Rac1', 'Bf6\n'], ['Nab1', 'Rac8'], ['a3', 'Qb8'], ['f3', 'Rfe8'], ['Bf1', 'Ne5'], ['b4', 'Ncd7'], ['Qb3', 'Bc6'], ['a4', 'Be7\n'], ['Na3', 'Red8'], ['Nc2', 'a5'], ['bxa5', 'bxa5'], ['Qa2', 'Nc5'], ['Rb1', 'Qa8'], ['Nb5', 'd5'], ['cxd5', 'exd5\n'], ['Bd4', 'Ng6'], ['Ne3', 'dxe4'], ['Bc4', 'Be8'], ['Nd5', 'exf3'], ['Nbc7', 'Qc6'], ['Bb5', 'Qd6'], ['Bxe8', 'Rxe8\n'], ['Nxe8', 'Rxe8'], ['Nxe7+', 'Qxe7'], ['Qf2', 'Ne4'], ['Qxf3', 'h6'], ['Re1', 'Qe6'], ['Rbd1', 'f5'], ['Qf1', 'Kh7\n'], ['Rc1', 'Rd8'], ['Be3', 'Ne5'], ['Red1', 'Rxd1'], ['Qxd1', '']]",1-0
Aeroflot Open,Moscow RUS,2002.02.06,3,"Riazantsev,A","Ehlvest,J",,,D36,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['c4', 'd5'], ['Nc3', 'Be7'], ['cxd5', 'exd5'], ['Bg5', 'c6'], ['Qc2', 'g6'], ['e3', 'Bf5\n'], ['Bd3', 'Bxd3'], ['Qxd3', 'Nbd7'], ['O-O', 'O-O'], ['Qe2', 'Re8'], ['Rab1', 'a5'], ['Rfc1', 'Nb6'], ['Nd2', 'Ne4']]",1/2-1/2
Aeroflot Open,Moscow RUS,2002.02.07,4,"Ehlvest,J","Eljanov,P",,,A48,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['Bg5', 'Bg7'], ['e3', 'c5'], ['c3', 'b6'], ['Nbd2', 'Bb7'], ['Bd3', 'd6'], ['O-O', 'O-O\n'], ['Re1', 'Nc6'], ['a4', 'Rc8'], ['Qe2', 'Rc7'], ['Nb3', 'Qc8'], ['a5', 'Nd8'], ['Nbd2', 'cxd4'], ['axb6', 'axb6\n'], ['cxd4', 'Nd5'], ['Nc4', 'Ne6'], ['Na3', 'Nxg5'], ['Nxg5', 'Nb4'], ['Bb1', 'Qd7'], ['Nb5', 'Rcc8'], ['Nc3', 'e5\n'], ['dxe5', 'Bxe5'], ['Ra3', 'Rc5'], ['Nce4', 'Ra5'], ['Rd1', 'Qe7'], ['Nf3', 'd5'], ['Rxa5', 'bxa5'], ['Nc3', 'Rd8\n'], ['Nxe5', 'Qxe5'], ['Qd2', '']]",1/2-1/2
Aeroflot Open,Moscow RUS,2002.02.07,5,"Vasiukov,E","Ehlvest,J",,,B80,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'a6'], ['Nc3', 'd6'], ['g3', 'Bd7'], ['Bg2', 'Nc6'], ['O-O', 'Nf6\n'], ['a4', 'Be7'], ['Be3', 'O-O'], ['Nxc6', 'Bxc6'], ['a5', 'Rc8'], ['Re1', 'Qc7'], ['Bb6', 'Qd7'], ['h3', 'Bd8\n'], ['Qd4', 'Bxb6'], ['Qxb6', 'Qc7'], ['Qb4', 'Rfd8'], ['Rad1', 'Rb8'], ['Re3', 'Ne8'], ['Na4', 'Bxa4'], ['Qxa4', 'b5\n'], ['axb6', 'Rxb6'], ['Rc3', 'Qb8'], ['b3', 'h6'], ['Rcd3', 'Rc8'], ['c4', 'Rc5'], ['e5', 'Rxe5'], ['Bc6', 'Rb4\n'], ['Qxa6', 'Rxb3'], ['Rxb3', 'Qxb3'], ['Ba4', 'Qb8'], ['Bxe8', 'Qxe8'], ['Qxd6', 'Qa4'], ['Qb8+', 'Kh7\n'], ['Qxe5', 'Qxd1+'], ['Kg2', 'Qc2'], ['c5', 'f6']]",1/2-1/2
Aeroflot Open,Moscow RUS,2002.02.08,6,"Ehlvest,J","Mamedyarov,S",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['d4', 'd5'], ['Bd3', 'Bd6'], ['O-O', 'O-O'], ['c4', 'c6\n'], ['Re1', 'Bg4'], ['Bxe4', 'dxe4'], ['Rxe4', 'f5'], ['Re1', 'Bxf3'], ['Qxf3', 'Qh4'], ['h3', 'Qxd4'], ['Qb3', 'Qb6\n'], ['Qxb6', 'axb6'], ['Nc3', 'Nd7'], ['Rd1', 'Rf6'], ['Kf1', 'Nc5'], ['Be3', 'Be5'], ['Rab1', 'h6'], ['Rd2', 'Bxc3\n'], ['bxc3', 'Ne4'], ['Rd7', 'c5'], ['Bf4', 'Rxa2'], ['f3', 'Rf2+'], ['Kg1', 'Rg6'], ['fxe4', 'Rxf4'], ['exf5', 'Rg3\n'], ['Rxb6', 'Rxf5'], ['Rd5', 'Rfg5'], ['Rxg5', 'hxg5'], ['Rb3', 'b6'], ['Kf2', 'Rd3'], ['Rxb6', 'Rxc3'], ['Rg6', 'Rxc4\n'], ['Rxg5', 'Rc2+']]",1/2-1/2
Aeroflot Open,Moscow RUS,2002.02.09,7,"Tunik,G","Ehlvest,J",,,A40,"[['d4', 'e6'], ['c4', 'b6'], ['Nc3', 'Bb4'], ['Qc2', 'c5'], ['Nf3', 'Nf6'], ['dxc5', 'bxc5'], ['g3', 'Ba6'], ['Bg2', 'Bxc4\n'], ['Nd2', 'Bd5'], ['Nxd5', 'Nxd5'], ['a3', 'Bxd2+'], ['Qxd2', 'O-O'], ['Bxd5', 'exd5'], ['Qxd5', 'Qb6'], ['O-O', 'Nc6\n'], ['Be3', 'Qxb2'], ['Ra2', 'Qb7'], ['Bxc5', 'Rfe8'], ['Bd6', 'Re6'], ['e3', 'h6'], ['Rd1', 'Rc8'], ['Rc2', 'Rce8\n'], ['h4', 'Qa6'], ['Qc4', 'Qa5'], ['Rd5', 'Qb6'], ['Bf4', 'Re4'], ['Qb5', 'Qxb5'], ['Rxb5', 'Ra4'], ['Rc3', 'Ra6\n'], ['Rd3', 'Rd8'], ['Rbd5', 'Kf8'], ['Bd6+', 'Ke8'], ['h5', 'f6'], ['Kg2', 'Rc8'], ['Bf4', 'Ra5'], ['Rxd7', 'Rxa3\n'], ['R3d6', 'Ne7'], ['Rb7', 'Ra2'], ['Re6', '']]",1-0
Aeroflot Open,Moscow RUS,2002.02.09,8,"Ehlvest,J","Shushpanov,R",,,E11,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['c4', 'Bb4+'], ['Bd2', 'Qe7'], ['g3', 'Nc6'], ['Bg2', 'Bxd2+'], ['Nbxd2', 'd6'], ['Nf1', 'h5\n'], ['Ne3', 'Ng4'], ['Nc2', 'Bd7'], ['Rc1', 'a5'], ['Qd2', 'e5'], ['h3', 'Nf6'], ['Ne3', 'Ne4'], ['Qc2', 'exd4\n'], ['Nd5', 'Nb4'], ['Qd1', 'Nxd5'], ['cxd5', 'Nc5'], ['Qxd4', 'O-O'], ['e3', 'Bb5'], ['Bf1', 'Qe8'], ['b3', 'Bd7\n'], ['Be2', 'b5'], ['Qh4', 'f6'], ['Kf1', 'Qf7'], ['Qd4', 'b4'], ['Kg2', 'Rae8'], ['Rxc5', 'dxc5'], ['Qxc5', 'Qe7\n'], ['Qc2', 'Qd6'], ['Rd1', 'Re7'], ['Nd4', 'h4'], ['gxh4', 'Rd8'], ['Nc6', 'Rde8'], ['Nxe7+', 'Rxe7'], ['Rd4', 'f5\n'], ['Bf3', 'Rf7'], ['Qc4', 'Kh7'], ['Kh1', 'Rf6'], ['Bg2', 'f4'], ['Rxf4', 'Rxf4'], ['exf4', 'Bf5'], ['Be4', 'Qxf4\n'], ['Bxf5+', 'Qxf5'], ['Kg2', 'Qe5'], ['Kf3', 'Kh8'], ['Kg4', 'Qc3'], ['Qf4', 'Kg8'], ['h5', 'Qc2'], ['h6', 'gxh6\n'], ['Qf5', 'Qc3'], ['Kh5', '']]",1-0
Aeroflot Open,Moscow RUS,2002.02.10,9,"Kulaots,K","Ehlvest,J",,,C78,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Bc5'], ['c3', 'b5'], ['d4', 'bxa4']]",1/2-1/2
Open,Reykjavik ISL,2002.03.07,1,"Johannesson,I","Ehlvest,J",,,B20,"[['e4', 'c5'], ['b3', 'Nc6'], ['Bb5', 'Nd4'], ['Bc4', 'Nf6'], ['Ne2', 'Nxe4'], ['Nxd4', 'cxd4'], ['Bxf7+', 'Kxf7\n'], ['Qh5+', 'g6'], ['Qd5+', 'e6'], ['Qxe4', 'Bg7'], ['Bb2', 'd5'], ['Qf4+', 'Qf6'], ['Qc7+', 'Qe7'], ['Qxe7+', 'Kxe7\n'], ['f4', 'Bd7'], ['a4', 'Rac8'], ['Na3', 'a6'], ['d3', 'Rhf8'], ['O-O', 'b5'], ['axb5', 'axb5'], ['b4', 'Ra8\n'], ['Nb1', 'Rxa1'], ['Bxa1', 'Rc8'], ['Nd2', 'g5'], ['g3', 'gxf4'], ['gxf4', 'Rg8'], ['Kh1', 'Rf8'], ['Kg2', 'Rf7\n'], ['Rf2', 'Rf6'], ['Nb3', 'Bh6'], ['Bxd4', 'Rxf4'], ['Bc5+', 'Ke8'], ['Rxf4', 'Bxf4'], ['Na5', 'e5'], ['Bd6', 'd4\n'], ['h3', 'Kf7'], ['Nb3', 'Ke6'], ['Bc7', 'Kd5'], ['Nc5', 'Bf5'], ['Nb3', 'Bg5'], ['Bb6', 'Bh4'], ['Bc5', 'Bg6\n'], ['Nd2', 'Be1'], ['Nf3', 'Bc3'], ['Nh4', 'Bh5'], ['Nf3', 'h6'], ['Kf2', 'e4'], ['dxe4+', 'Kxe4'], ['Ne1', 'Bd1\n'], ['Bf8', 'h5'], ['Be7', 'Kd5']]",0-1
