URS-chT,URS,1966.??.??,?,"Bykhovsky, Anatoly A","Alburt, Lev O",,,B29,"[['e4', 'c5'], ['Nf3', 'Nf6'], ['e5', 'Nd5'], ['Nc3', 'e6'], ['Ne4', 'Qc7'], ['b3', 'Nc6'], ['Bb2', 'Nd4'], ['Bc4', 'Nb4\n'], ['O-O', 'Nbxc2'], ['Rc1', 'Qc6'], ['Rxc2', 'Qxe4'], ['Nxd4', 'cxd4'], ['Qc1', 'Bb4'], ['Bd3', 'Qxd3'], ['Rxc8+', 'Ke7\n'], ['Rxh8', 'Rxh8'], ['a3', 'Bxd2'], ['Qc5+', 'Kd8'], ['Qxa7', 'Bc3'], ['Qb8+', 'Ke7'], ['Qd6+', 'Kd8'], ['Qb8+', 'Ke7\n'], ['Qd6+', 'Kd8'], ['Bxc3', 'Qxc3'], ['Rd1', 'f6'], ['g3', 'Qc7'], ['Qxd4', 'fxe5'], ['Qg4', 'Re8'], ['Qxg7', 'd5\n'], ['Qg5+', 'Kd7'], ['Rc1', 'Qb8'], ['b4', 'e4'], ['b5', 'Qd6'], ['Qg7+', 'Re7'], ['Qh8', 'Re8'], ['Qg7+', 'Qe7\n'], ['Qc3', 'Rd8'], ['b6', 'e5'], ['Qc7+', 'Ke8'], ['Qxe7+', 'Kxe7'], ['Rc7+', 'Rd7'], ['Rxd7+', 'Kxd7'], ['g4', 'd4\n'], ['h4', 'Ke6'], ['Kf1', 'Kd5'], ['Ke2', 'Kc4'], ['Kd2', '']]",1-0
Hastings8081,Hastings,1980.??.??,6,"Sunye Neto, Jaime","Alburt, Lev O",,,D41,"[['c4', 'c5'], ['Nc3', 'e6'], ['Nf3', 'Nf6'], ['g3', 'd5'], ['cxd5', 'Nxd5'], ['Bg2', 'Be7'], ['O-O', 'O-O'], ['d4', 'Nc6\n'], ['e4', 'Ndb4'], ['a3', 'cxd4'], ['axb4', 'dxc3'], ['bxc3', 'b6'], ['Bf4', 'Bb7'], ['Qb3', 'Qc8'], ['Rfd1', 'Rd8\n'], ['Nd4', 'a5'], ['bxa5', 'bxa5'], ['Rab1', 'Rd7'], ['Nb5', 'a4'], ['Qa2', 'Ra5'], ['Bf3', 'Rxd1+'], ['Bxd1', 'Na7\n'], ['Nd6', 'Bxd6'], ['Bxd6', 'Nb5'], ['Bb4', 'Ra8'], ['Qc2', 'Bc6'], ['Ra1', 'Nc7'], ['Qd3', 'Qd7'], ['Qe3', 'f5\n'], ['Bc2', 'Bxe4'], ['Bxe4', 'fxe4'], ['Qxe4', 'Qd5'], ['Qg4', 'Qc6'], ['c4', 'Ne8'], ['Bc3', 'a3'], ['Be5', 'Ra5\n'], ['Qd4', 'Ra4'], ['Rc1', 'a2'], ['h4', 'h5'], ['Kh2', 'Qf3'], ['Rg1', 'Rb4'], ['Qa1', 'Qe4'], ['Bb2', 'Qe2\n'], ['Ba3', 'Rb3'], ['Bc5', 'Nf6'], ['Bd4', 'Ne4'], ['Re1', 'Qc2']]",0-1
Hastings8081,Hastings,1980.??.??,7,"Alburt, Lev O","Speelman, Jonathan S",,,D02,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['g3', 'd5'], ['Bg2', 'Be7'], ['O-O', 'O-O'], ['b3', 'a5'], ['c4', 'a4'], ['bxa4', 'dxc4\n'], ['Qc2', 'Nc6'], ['Qxc4', 'Nd5'], ['Qb3', 'Nb6'], ['Nc3', 'Nxd4'], ['Nxd4', 'Qxd4'], ['Be3', 'Qb4'], ['Rfc1', 'Nc4\n'], ['Bf4', 'c6'], ['Rab1', 'Qxb3'], ['axb3', 'e5'], ['bxc4', 'exf4'], ['gxf4', 'Rd8'], ['Rd1', 'Rxd1+'], ['Rxd1', 'Be6\n'], ['Bf1', 'Bxc4'], ['Rd7', 'Bf6'], ['Ne4', 'b5'], ['axb5', 'cxb5'], ['Rb7', 'h5']]",1/2-1/2
Hastings8081,Hastings,1980.??.??,8,"Brito, Luizmar J","Alburt, Lev O",,,B02,"[['e4', 'Nf6'], ['Nc3', 'd5'], ['e5', 'Ne4'], ['Nf3', 'Bg4'], ['h3', 'Bh5'], ['g4', 'Nxc3'], ['bxc3', 'Bg6'], ['d3', 'e6\n'], ['Bg2', 'c5'], ['O-O', 'Nc6'], ['Qe2', 'Be7'], ['Bf4', 'Qa5'], ['Bd2', 'Qa3'], ['Rfb1', 'b6'], ['Ne1', 'h5\n'], ['f4', 'hxg4'], ['hxg4', 'O-O-O'], ['Nf3', 'c4'], ['Be1', 'Qa4'], ['Bg3', 'Qa3'], ['Be1', 'Rh6'], ['Qd2', 'Rdh8\n'], ['Bf2', 'Qa6'], ['Rd1', 'Ba3'], ['Rab1', 'Rd8'], ['Bh4', 'Rdh8'], ['Bf2', 'Qa4'], ['Be3', 'R6h7'], ['Qf2', 'Be7\n'], ['Qd2', 'Rd8'], ['Qf2', 'Qxa2'], ['f5', 'exf5'], ['Ra1', 'Qb2'], ['gxf5', 'Bh5'], ['Rdb1', 'Qxc3'], ['Nd4', 'Na5\n'], ['Bd2', 'Qxd2'], ['Qxd2', 'Bc5'], ['Qf4', 'cxd3'], ['cxd3', 'Rh6'], ['Kf1', 'f6'], ['Rxa5', '']]",1-0
Hastings8081,Hastings,1980.??.??,9,"Alburt, Lev O","Ftacnik, Lubomir",,,D85,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['Nf3', 'Bg7'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'c5'], ['Bb5+', 'Nd7\n'], ['O-O', 'O-O'], ['Bg5', 'h6'], ['Bh4', 'Nf6'], ['Re1', 'Nh5'], ['Rc1', 'g5'], ['Nxg5', 'hxg5'], ['Bxg5', 'Nf6\n'], ['Bxf6', 'exf6'], ['Re3', 'cxd4'], ['cxd4', 'f5'], ['Rg3', 'f4'], ['Rd3', 'Qg5'], ['Rc5', 'Qg6'], ['Qf3', 'b6\n'], ['Rc7', 'Qg5'], ['Bc6', 'Bg4'], ['h4', 'Bxf3'], ['hxg5', 'Rac8'], ['Rxc8', 'Rxc8'], ['Bd5', 'Be2'], ['Ra3', 'Bxd4\n'], ['g6', 'Rc1+'], ['Kh2', 'Bxf2'], ['g4', 'fxg3+']]",0-1
Hastings8081,Hastings,1980.??.??,10,"Liberzon, Vladimir M","Alburt, Lev O",,,B05,"[['e4', 'Nf6'], ['e5', 'Nd5'], ['d4', 'd6'], ['Nf3', 'Bg4'], ['Be2', 'e6'], ['O-O', 'Be7'], ['c4', 'Nb6'], ['Nc3', 'O-O\n'], ['Be3', 'a5'], ['b3', 'd5'], ['c5', 'N6d7'], ['h3', 'Bxf3'], ['Bxf3', 'b6'], ['cxb6', 'Nxb6'], ['Rc1', 'c6\n'], ['Be2', 'N8d7'], ['f4', 'g6'], ['a4', 'Qb8'], ['Qe1', 'Nc8'], ['Bd3', 'Ba3'], ['Rb1', 'Bb4'], ['Qc1', 'Na7\n'], ['Na2', 'Be7'], ['Qc3', 'Qc7'], ['b4', 'Nc8'], ['Rfc1', 'Ncb6'], ['bxa5', 'Nxa4'], ['Qxc6', 'Qxc6'], ['Rxc6', 'Rxa5\n'], ['Bd2', '']]",1/2-1/2
Hastings8081,Hastings,1980.??.??,11,"Alburt, Lev O","Peters, John A",,,E17,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['c4', 'b6'], ['g3', 'Bb7'], ['Bg2', 'Be7'], ['O-O', 'O-O'], ['d5', 'exd5'], ['Nh4', 'c6\n'], ['cxd5', 'Nxd5'], ['Nf5', 'Nc7'], ['e4', 'd5'], ['Qg4', 'Bf6'], ['Nc3', 'g6'], ['Nh6+', 'Kh8'], ['Qf3', 'Nd7\n'], ['exd5', 'Nxd5'], ['Nxd5', 'cxd5'], ['Rd1', 'Qe7'], ['Ng4', 'Bg7'], ['Ne3', 'Ne5'], ['Qe2', 'd4'], ['Ng4', 'Bxg2\n'], ['Nxe5', 'Qxe5'], ['Qxe5', 'Bxe5'], ['Kxg2', 'Rfc8'], ['Bh6', 'Rc2'], ['Rab1', 'Rac8'], ['Kf1', 'Kg8\n'], ['Rd3', 'f5'], ['Bd2', 'Kf7'], ['Ke2', 'Ke6'], ['Ra3', 'R8c7'], ['Kd3', 'Kd5'], ['Re1', 'Bd6'], ['Rb3', 'Rc8\n'], ['Rb5+', 'Kc6'], ['a4', 'Rc5'], ['Rb4', 'Rd5'], ['Rc4+', 'Rc5'], ['Rec1', 'Kd7'], ['b4', 'Rxc4'], ['Rxc4', 'Rxc4\n'], ['Kxc4', 'Be5'], ['Kd5', 'Bf6'], ['b5', 'd3']]",1/2-1/2
Hastings8081,Hastings,1980.??.??,12,"Alburt, Lev O","Andersson, Ulf",,,E04,"[['d4', 'Nf6'], ['c4', 'e6'], ['g3', 'd5'], ['Nf3', 'dxc4'], ['Bg2', 'c5'], ['O-O', 'Nc6'], ['Qa4', 'Bd7'], ['Qxc4', 'b5\n'], ['Qd3', 'Rc8'], ['dxc5', 'Bxc5'], ['Nc3', 'b4'], ['Nb5', 'O-O'], ['Nd6', 'Nd4'], ['Bf4', 'Nd5'], ['Ng5', 'g6\n'], ['Nge4', 'Nxf4'], ['gxf4', 'Bb6'], ['Nxc8', 'Bb5'], ['Qh3', 'Nxe2+'], ['Kh1', 'Qxc8'], ['Qh6', 'f6'], ['f5', 'exf5\n'], ['Nd6', 'Qc5'], ['Nxb5', 'Qxb5'], ['Rad1', 'Nd4'], ['Rfe1', 'Qd7'], ['Rd3', 'Rd8'], ['a3', 'bxa3'], ['bxa3', 'Qf7\n'], ['Red1', 'g5'], ['Rc1', 'f4'], ['Rcd1', 'Qe7'], ['Qh5', 'Kg7'], ['h4', 'h6'], ['hxg5', 'fxg5'], ['a4', 'Qf6\n'], ['Be4', 'Rd7'], ['Rc1', 'Re7'], ['f3', 'Ne2'], ['Rg1', 'Bxg1'], ['Kg2', 'Ng3']]",0-1
Hastings8081,Hastings,1980.??.??,13,"Torre, Eugenio","Alburt, Lev O",,,E15,"[['Nf3', 'Nf6'], ['d4', 'e6'], ['c4', 'b6'], ['g3', 'Ba6'], ['Nbd2', 'Bb4'], ['Qb3', 'c5'], ['a3', 'Bxd2+'], ['Bxd2', 'O-O\n'], ['Rd1', 'Nc6'], ['d5', 'Na5'], ['Bxa5', 'bxa5'], ['Qc2', 'exd5'], ['cxd5', 'Qb6'], ['e3', 'Rab8'], ['Bxa6', 'Qxa6\n'], ['Ne5', 'Qb7'], ['O-O', 'Qxb2'], ['Qf5', 'Qxa3'], ['Nxd7', 'Nxd7'], ['Qxd7', 'c4'], ['Qxa7', 'Ra8'], ['Qd4', 'c3\n'], ['Rd3', 'Rfc8'], ['d6', 'Qb4'], ['d7', 'Rd8'], ['Rc1', 'Qxd4'], ['Rxd4', 'Kf8'], ['Rxc3', 'Ke7'], ['Rcd3', 'Ra7\n'], ['Re4+', 'Kf8'], ['Ra4', 'h5'], ['Rd5', 'g6'], ['Raxa5', 'Rxa5'], ['Rxa5', 'Rxd7'], ['Kg2', 'Kg7'], ['h3', 'Rc7\n'], ['g4', 'hxg4'], ['hxg4', '']]",1/2-1/2
Hastings8081,Hastings,1980.??.??,14,"Alburt, Lev O","Lein, Anatoly",,,E15,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Ba6'], ['Nbd2', 'Bb4'], ['Qb3', 'c5'], ['Bg2', 'Nc6'], ['dxc5', 'bxc5\n'], ['a3', 'Ba5'], ['O-O', 'O-O'], ['Qa4', 'Bb7'], ['Rb1', 'Rb8'], ['Rd1', 'Qe7'], ['Nb3', 'Bb6'], ['Bg5', 'Rfd8\n'], ['Nbd2', 'h6'], ['Bxf6', 'Qxf6'], ['Ne4', 'Qe7'], ['Nd6', 'Ba8'], ['b4', 'Bc7'], ['Nb5', 'Bb6'], ['Nd6', 'Bc7\n'], ['Nb5', 'Bb6'], ['Nd6', '']]",1/2-1/2
Hastings8081,Hastings,1980.??.??,15,"Popovic, Petar","Alburt, Lev O",,,B05,"[['e4', 'Nf6'], ['e5', 'Nd5'], ['d4', 'd6'], ['Nf3', 'Bg4'], ['Be2', 'e6'], ['O-O', 'Be7'], ['c4', 'Nb6'], ['Nc3', 'O-O\n'], ['Be3', 'N8d7'], ['b3', 'dxe5'], ['Nxe5', 'Nxe5'], ['Bxg4', 'Nxg4'], ['Qxg4', 'Bb4'], ['Ne2', 'Nd7'], ['Bh6', 'Qf6\n'], ['Bg5', 'Qf5'], ['Qxf5', 'exf5'], ['a3', 'Rfe8'], ['axb4', 'Rxe2'], ['Rfe1', 'Rb2'], ['Re3', 'Nf8'], ['d5', 'Ng6\n'], ['g3', 'h6'], ['Bf4', 'Nxf4'], ['gxf4', 'Kf8'], ['Rae1', 'Rc8'], ['b5', 'a6'], ['bxa6', 'bxa6'], ['Ra1', 'Ra8\n'], ['Ra5', 'g5'], ['Rc5', 'Ra7'], ['Rc6', 'gxf4'], ['Rh3', 'Kg7'], ['Rcxh6', 'f3'], ['Rh7+', 'Kg8'], ['Rh8+', 'Kg7\n'], ['R8h7+', 'Kg8'], ['Rh8+', 'Kg7']]",1/2-1/2
Malta ol (Men),La Valetta,1980.??.??,?,"Alburt, Lev O","Hort, Vlastimil",,,E73,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Be2', 'O-O'], ['Bg5', 'h6'], ['Be3', 'e5'], ['d5', 'Na6'], ['h4', 'h5\n'], ['f3', 'c6'], ['Nh3', 'cxd5'], ['cxd5', 'Bd7'], ['Nf2', 'Qb8'], ['a4', 'Rc8'], ['O-O', 'Be8'], ['a5', 'Qc7\n'], ['Qb3', 'Qe7'], ['Bg5', 'Nc5'], ['Qa3', 'Qf8'], ['g4', 'Nh7'], ['Be3', '']]",1/2-1/2
Malta ol (Men),La Valetta,1980.??.??,?,"Alburt, Lev O","Portisch, Lajos",,,E04,"[['d4', 'Nf6'], ['c4', 'e6'], ['g3', 'd5'], ['Bg2', 'dxc4'], ['Nf3', 'a6'], ['O-O', 'Nc6'], ['a4', 'Rb8'], ['a5', 'Bb4\n'], ['Qc2', 'Nxa5'], ['Qa4+', 'Nc6'], ['Ne5', 'Nd5'], ['Nxc6', 'bxc6'], ['Qxc6+', 'Bd7'], ['Qxc4', 'O-O'], ['Qc2', 'Be7\n'], ['Nc3', 'Nb4'], ['Qd1', 'Qc8'], ['e4', 'Rd8'], ['Qe2', '']]",1/2-1/2
Malta ol (Men),La Valetta,1980.??.??,?,"Karpov, Anatoly","Alburt, Lev O",,,B05,"[['e4', 'Nf6'], ['e5', 'Nd5'], ['d4', 'd6'], ['Nf3', 'Bg4'], ['Be2', 'Nc6'], ['c4', 'Nb6'], ['exd6', 'exd6'], ['d5', 'Bxf3\n'], ['Bxf3', 'Ne5'], ['Be2', 'Qh4'], ['O-O', 'h5'], ['Nd2', 'g6'], ['f4', 'Ng4'], ['Nf3', 'Qf6'], ['Re1', 'O-O-O\n'], ['a4', 'a5'], ['Qd2', 'Bg7'], ['h3', 'Rde8'], ['Bf1', 'Nh6'], ['Qxa5', 'Nf5'], ['Rd1', 'Kb8'], ['Ra3', 'Re4\n'], ['Qb5', 'Nc8'], ['Rb3', 'b6'], ['a5', 'Qe7'], ['Qa6', 'Re8'], ['c5', 'dxc5'], ['Bb5', 'c6'], ['Bxc6', 'Bd4+\n'], ['Nxd4', 'Nxd4'], ['axb6', 'Nf3+'], ['Rxf3', 'Re1+'], ['Rxe1', '']]",1-0
Malta ol (Men),La Valetta,1980.??.??,?,"Alburt, Lev O","Alvarez, Roberto",,,A93,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['c4', 'e6'], ['g3', 'Be7'], ['Bg2', 'O-O'], ['O-O', 'c6'], ['Qc2', 'Ne4'], ['b3', 'f5'], ['Bb2', 'Nd7\n'], ['Ne1', 'Bg5'], ['e3', 'Ndf6'], ['Nd3', 'Ng4'], ['Qe2', 'Qe8'], ['Nf4', 'Bxf4'], ['exf4', 'Qh5'], ['h3', 'Ngf6\n'], ['Qxh5', 'Nxh5'], ['Re1', 'Bd7'], ['Na3', 'h6'], ['Bf3', 'Nhf6'], ['Bc1', 'g5'], ['fxg5', 'hxg5'], ['Be2', 'Kf7\n'], ['Kg2', 'g4'], ['hxg4', 'fxg4'], ['Bf4', 'Rh8'], ['Rh1', 'a5'], ['Be5', 'c5'], ['Rxh8', 'Rxh8'], ['Bxg4', 'dxc4\n'], ['Nxc4', 'b5'], ['Bxf6', 'Kxf6'], ['Nxa5', 'Ra8'], ['Bf3', 'Rxa5'], ['Bxe4', 'cxd4'], ['f4', 'Ra6'], ['g4', 'Bc6\n'], ['Kf3', 'd3'], ['g5+', 'Ke7'], ['Bxc6', 'Rxc6'], ['Ke3', 'Rc3'], ['Kd2', 'b4'], ['Rc1', 'e5'], ['fxe5', '']]",1-0
Malta ol (Men),La Valetta,1980.??.??,?,"Ljubojevic, Ljubomir","Alburt, Lev O",,,B04,"[['e4', 'Nf6'], ['e5', 'Nd5'], ['d4', 'd6'], ['Nf3', 'g6'], ['Bc4', 'Nb6'], ['Bb3', 'Bg7'], ['Ng5', 'd5'], ['f4', 'f6'], ['Nf3', 'Bg4\n'], ['Nbd2', 'Nc6'], ['c3', 'Bh6'], ['h3', 'Be6'], ['Nf1', 'Qd7'], ['f5', 'Bxc1'], ['fxe6', 'Qxe6'], ['Qxc1', 'fxe5\n'], ['dxe5', 'Nxe5'], ['Nxe5', 'Qxe5+'], ['Qe3', 'Qd6'], ['O-O-O', 'e5'], ['Nd2', 'Qe7'], ['Rhe1', 'e4'], ['Nxe4', 'dxe4\n'], ['Qd4', '']]",1-0
Malta ol (Men),La Valetta,1980.??.??,?,"Marovic, Mato","Alburt, Lev O",,,A43,"[['d4', 'Nf6'], ['Nf3', 'c5'], ['d5', 'e6'], ['Nc3', 'Nxd5'], ['Nxd5', 'exd5'], ['Qxd5', 'd6'], ['Ng5', 'Qe7'], ['Bf4', 'Be6\n'], ['Nxe6', 'fxe6'], ['Qd2', 'd5'], ['e4', 'Nc6'], ['Bg5', 'Qc7'], ['exd5', 'Qe5+'], ['Qe3', 'Qxe3+'], ['Bxe3', 'exd5\n'], ['Bb5', 'a6'], ['Bxc6+', 'bxc6'], ['O-O-O', 'Bd6'], ['c3', 'Kd7'], ['c4', 'd4'], ['b4', 'cxb4'], ['Rxd4', 'Kc7\n'], ['Rhd1', 'Bc5'], ['Rd7+', 'Kb6'], ['Bf4', 'Bxf2'], ['Rf7', 'Bh4'], ['Bc7+', 'Kc5'], ['Rf5+', 'Kxc4'], ['Bb6', '']]",1-0
Lone Pine,Lone Pine,1980.??.??,1,"Alburt, Lev O","Ginsburg, Mark",,,A54,"[['c4', 'e5'], ['Nc3', 'Nf6'], ['Nf3', 'd6'], ['d4', 'e4'], ['Nd2', 'Bf5'], ['g4', 'Bxg4'], ['Ndxe4', 'Nbd7'], ['Qd3', 'Be7\n'], ['Qg3', 'Bf5'], ['Bg2', 'Rb8'], ['Nxf6+', 'Bxf6'], ['Qe3+', 'Qe7'], ['Nb5', 'Qxe3'], ['Bxe3', 'Kd8'], ['Nxa7', 'c6\n'], ['Bxc6', 'bxc6'], ['Nxc6+', 'Kc7'], ['Nxb8', 'Nxb8'], ['Kd2', 'Re8'], ['Kc3', 'Bg4'], ['Rhe1', 'Re4\n'], ['b4', 'Nc6'], ['Rad1', 'Be6'], ['a4', 'h5'], ['Rg1', 'g6'], ['Rg3', 'Ne5'], ['dxe5', 'Bxe5+'], ['Bd4', 'Bxg3\n'], ['hxg3', 'Rxe2'], ['b5', 'g5'], ['a5', 'Bg4'], ['Ra1', 'Bf3'], ['a6', 'h4'], ['b6+', 'Kd7'], ['gxh4', 'gxh4\n'], ['Be3', 'd5'], ['b7', 'd4+'], ['Bxd4', 'Re8'], ['Be5', '']]",1-0
Lone Pine,Lone Pine,1980.??.??,2,"Wilder, Michael","Alburt, Lev O",,,A08,"[['Nf3', 'Nf6'], ['g3', 'c5'], ['Bg2', 'Nc6'], ['O-O', 'e5'], ['d3', 'd5'], ['e4', 'Be7'], ['Nbd2', 'Be6'], ['c3', 'dxe4\n'], ['dxe4', 'Nd7'], ['Qe2', 'Nb6'], ['Rd1', 'Qc7'], ['Nf1', 'O-O'], ['Ne3', 'Rfd8'], ['Bd2', 'h6'], ['b3', 'Bf8\n'], ['Be1', 'c4'], ['b4', 'a5'], ['a3', 'Be7'], ['Rxd8+', 'Rxd8'], ['Rd1', 'a4'], ['Rxd8+', 'Bxd8'], ['Bd2', 'Na7\n'], ['Bc1', 'Nb5'], ['Qc2', 'Bf6'], ['h4', 'Qc6'], ['Nh2', 'Qd7'], ['Bf1', 'Nd6'], ['Be2', 'Qc6'], ['Bf3', 'h5\n'], ['Bb2', 'g6'], ['Bc1', 'Bg7'], ['Kg2', 'Kh7'], ['Kg1', 'Nd7'], ['Bg2', 'Nf6'], ['Nf3', 'Kg8'], ['Nxe5', 'Qe8\n'], ['f4', 'Bc8'], ['Nd1', 'Nh7'], ['Nf2', 'b5'], ['Qd1', 'Bf8'], ['Be3', 'f6'], ['Bc5', 'Nxe4'], ['Nxe4', 'fxe5\n'], ['Bxf8', 'Kxf8'], ['Qd6+', 'Qe7'], ['Qb8', 'Qb7'], ['Qxe5', '']]",1-0
Lone Pine,Lone Pine,1980.??.??,3,"Alburt, Lev O","Gligoric, Svetozar",,,B44,"[['c4', 'c5'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['e4', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Bb4'], ['Nxc6', 'dxc6'], ['Qxd8+', 'Kxd8\n'], ['e5', 'Nd7'], ['Bf4', 'Bxc3+'], ['bxc3', 'b6'], ['O-O-O', 'Kc7'], ['h4', 'Ba6'], ['Rh3', 'h6'], ['h5', 'c5\n'], ['Rdd3', 'Rag8'], ['Rdg3', 'Kd8'], ['Rg4', 'Ke7'], ['Rhg3', 'Kf8'], ['Bd3', 'Nb8'], ['Re3', 'Nc6'], ['Bg3', 'Ne7\n'], ['Bh4', 'Bb7'], ['Bc2', 'Nf5'], ['Bxf5', 'exf5'], ['Rg6', 'fxg6'], ['hxg6', 'Be4'], ['Re1', 'f4'], ['Rxe4', 'Ke8\n'], ['Rxf4', 'Rf8'], ['Re4', 'h5'], ['e6', 'Rh6'], ['e7', 'Rf7'], ['Bf6', 'gxf6'], ['g3', 'Rxg6'], ['Kd2', 'f5\n'], ['Rh4', 'Kxe7'], ['Rxh5', 'Ke6'], ['Ke3', 'a6'], ['Rh7', 'Rg4'], ['Rh6+', 'Ke7'], ['Rh4', 'Rg6'], ['Kf4', 'b5\n'], ['f3', 'b4'], ['cxb4', 'cxb4'], ['Rh7', 'Kd6'], ['Rxf7', 'Kc5'], ['Rxf5+', 'Kxc4'], ['g4', 'Rd6'], ['g5', 'Rd4+\n'], ['Ke5', 'Rd2'], ['g6', 'Rxa2'], ['g7', 'Rg2'], ['Rf4+', 'Kc3'], ['Rg4', 'Re2+'], ['Kd5', 'Re8'], ['g8=Q', 'Rxg8\n'], ['Rxg8', 'b3'], ['Ke5', '']]",1-0
Lone Pine,Lone Pine,1980.??.??,4,"Ivanovic, Bozidar","Alburt, Lev O",,,B02,"[['e4', 'Nf6'], ['e5', 'Nd5'], ['Bc4', 'Nb6'], ['Bb3', 'd5'], ['d4', 'Bf5'], ['a4', 'e6'], ['Nf3', 'c5'], ['c3', 'Nc6'], ['O-O', 'Be7\n'], ['dxc5', 'Nd7'], ['Nd4', 'Bxb1'], ['Rxb1', 'Ndxe5'], ['f4', 'Nd7'], ['f5', 'e5'], ['Ne6', 'Bxc5+'], ['Nxc5', 'Nxc5\n'], ['Bxd5', 'Ne7'], ['Bxf7+', 'Kxf7'], ['Qh5+', 'Kg8'], ['f6', 'Ng6'], ['fxg7', 'Kxg7'], ['Bh6+', 'Kg8\n'], ['Qf3', 'Qe7'], ['Rbd1', 'Ne6'], ['Qg4', 'Re8'], ['b4', 'b6'], ['g3', 'a5'], ['Rd5', 'Rf8'], ['Bxf8', 'Nxf8\n'], ['h4', 'h5'], ['Rxf8+', 'Kg7'], ['Qxg6+', 'Kxg6'], ['Rxh8', 'axb4'], ['Rg8+', 'Kf6'], ['Rc8', 'Kf5'], ['Rd1', 'b3\n'], ['Rf8+', 'Kg4'], ['Rdf1', 'Kh3'], ['R8f2', 'Qc5'], ['Kh1', 'Qxc3'], ['g4', 'Qc6+'], ['Kg1', 'hxg4'], ['Rh2+', 'Kg3\n'], ['h5', 'Qc5+'], ['Kh1', 'Qd5+'], ['Kg1', 'Qd4+'], ['Kh1', 'b2'], ['Rg2+', 'Kh4'], ['Rb1', 'Qe4'], ['Rxb2', 'g3\n'], ['Rb3', 'Qe1+'], ['Rg1', 'Qe4+']]",1/2-1/2
Lone Pine,Lone Pine,1980.??.??,5,"Alburt, Lev O","Miles, Anthony J",,,A10,"[['c4', 'b6'], ['Nc3', 'e6'], ['e4', 'Bb7'], ['a3', 'Nf6'], ['e5', 'Ne4'], ['Nf3', 'd6'], ['d4', 'Nxc3'], ['bxc3', 'Nd7\n'], ['Bf4', 'dxe5'], ['Nxe5', 'Nxe5'], ['Bxe5', 'Bd6'], ['Qa4+', 'Qd7'], ['Qxd7+', 'Kxd7'], ['Bd3', 'f6'], ['Bxd6', 'cxd6\n'], ['Kd2', 'Rac8'], ['a4', 'g6'], ['f3', 'a5'], ['Rab1', 'Kc7'], ['Rhe1', 'e5'], ['Be4', 'Ba6'], ['Bd5', 'Rb8\n'], ['f4', 'Rhe8'], ['g3', 'Rbd8'], ['Rf1', 'f5'], ['Rb2', 'Rb8'], ['Re1', 'exf4'], ['gxf4', 'Rxe1'], ['Kxe1', 'Re8+\n'], ['Kf2', 'Bc8'], ['c5', 'dxc5'], ['dxc5', 'bxc5'], ['Rb5', 'Bd7'], ['Rxc5+', 'Kb6'], ['Rc4', 'Rd8'], ['Bf3', 'Be8\n'], ['Ke3', 'Rd6'], ['Rc8', 'Bxa4'], ['Rb8+', 'Kc5'], ['Ra8', 'Bd7'], ['Rxa5+', 'Kc4'], ['Ra3', 'Rd3+'], ['Kf2', 'Rxc3\n'], ['Bd5+', 'Kd4'], ['Rxc3', 'Kxc3'], ['Ke3', 'Bb5'], ['h4', 'Bc4'], ['Bf3', '']]",1/2-1/2
Lone Pine,Lone Pine,1980.??.??,6,"Arnason, Jon L","Alburt, Lev O",,,B03,"[['e4', 'Nf6'], ['e5', 'Nd5'], ['d4', 'd6'], ['Bc4', 'Nb6'], ['Bb3', 'Bf5'], ['Qf3', 'Qc8'], ['Nh3', 'Nc6'], ['c3', 'e6\n'], ['Ng5', 'Be7'], ['Qg3', 'Qd7'], ['O-O', 'dxe5'], ['dxe5', 'Qd3'], ['Nf3', 'O-O-O'], ['Re1', 'h6'], ['Be3', 'Nd5\n'], ['Nbd2', 'g5'], ['Nc4', 'Bh7'], ['Rad1', 'Qf5'], ['Ba4', 'g4'], ['Nd4', 'Nxd4'], ['Bxd4', 'Qf4'], ['Ne3', 'Qxg3\n'], ['hxg3', 'h5'], ['Bb3', 'Nb6'], ['Nc4', 'Nd7'], ['Rd2', 'Bg6'], ['Bd1', 'Bg5'], ['Be3', 'Bxe3'], ['Rxe3', 'b5\n'], ['Na3', 'Nb6'], ['Rxd8+', 'Rxd8'], ['Bb3', 'a6'], ['Re2', 'c5'], ['Kh2', 'Kc7'], ['Bc2', 'Bd3'], ['Rd2', 'Bxc2\n'], ['Rxc2', 'Rd1'], ['Re2', 'Ra1'], ['b3', 'Nd5'], ['c4', 'Nc3'], ['Rb2', 'b4'], ['Nc2', 'Rxa2'], ['Rxa2', 'Nxa2\n'], ['f3', 'Nc1'], ['fxg4', 'hxg4']]",0-1
