Vienna,Vienna,1910.??.??,?,"Levenfish, Grigory","List, Paul",,,C83,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Be6\n'], ['c3', 'Be7'], ['Nbd2', 'Bg4'], ['Qe1', 'Nc5'], ['Bc2', 'Qd7'], ['Nd4', 'Nxd4'], ['cxd4', 'Ne6'], ['Nb3', 'c5\n'], ['f4', 'c4'], ['f5', 'cxb3'], ['fxe6', 'fxe6'], ['axb3', 'Qc6'], ['Bd3', 'g6'], ['Qg3', 'Bf5'], ['Bxf5', 'exf5\n'], ['Bh6', 'g5'], ['Bg7', 'Rg8'], ['Bf6', 'Bxf6'], ['Rac1', 'Qb6'], ['exf6', 'Qxd4+'], ['Kh1', 'Qxf6'], ['Rc7', 'Rg7\n'], ['Rxg7', 'Qxg7']]",1-0
Moscow,Moscow,1936.??.??,?,"Flohr, Salo","Levenfish, Grigory",,,D42,"[['Nf3', 'Nf6'], ['c4', 'e6'], ['Nc3', 'd5'], ['d4', 'c5'], ['cxd5', 'Nxd5'], ['e3', 'Nc6'], ['Bd3', 'Be7'], ['O-O', 'O-O\n'], ['a3', 'Nf6'], ['dxc5', 'Bxc5'], ['Qc2', 'h6'], ['b4', 'Bd6'], ['Bb2', 'Qe7'], ['Ne4', 'Nxe4'], ['Bxe4', 'Bd7\n'], ['Rad1', 'Rad8'], ['b5', 'Nb8'], ['a4', 'Bc8'], ['Ne5', 'Nd7'], ['Nxd7', 'Rxd7'], ['g3', 'Rfd8'], ['Bd4', 'Bb8\n'], ['Kg2', 'e5'], ['Bb2', 'Rxd1'], ['Rxd1', 'Rxd1'], ['Qxd1', 'Bd6'], ['Qd5', 'Kf8'], ['f4', 'f6'], ['a5', 'Bc7\n'], ['a6', 'bxa6'], ['bxa6', 'Qd6'], ['Qa8', 'Qxa6'], ['Ba3+', 'Kg8'], ['Kf2', 'Kf7'], ['Bd5+', 'Kg6'], ['Bf3', 'Kh7\n'], ['Be4+', 'f5'], ['Bd5', 'Bb6'], ['Bb2', 'Qa5'], ['Kg2', 'Qd2+'], ['Kh3', 'Qc2'], ['Bb3', 'Qxb3'], ['Qxc8', 'Qd3\n'], ['Bxe5', 'Bd8'], ['Qb7', 'Qf1+'], ['Qg2', 'Qd1'], ['Qb2', 'Qf1+'], ['Qg2', 'Qd1'], ['Qb7', 'Qg4+'], ['Kg2', 'Qe2+\n'], ['Kh3', 'Qh5+'], ['Kg2', 'Qe2+'], ['Kh3', 'Qh5+'], ['Kg2', 'Qe2+'], ['Kh3', 'Qf1+'], ['Qg2', 'Qd1'], ['Qf2', 'a5\n'], ['Bd4', 'a4'], ['Kg2', 'Qb3'], ['Qe2', 'Bb6'], ['Bxb6', 'Qxb6'], ['Qd3', 'Qa5'], ['Qa3', 'Qd2+'], ['Kh3', 'Qd1\n'], ['Qc5', 'Qd3'], ['Qa5', 'Qe4'], ['Qa7', 'Qb4'], ['Qf7', 'Qa5'], ['e4', 'fxe4'], ['Qe8', 'Qf5+'], ['Kg2', 'Qd5\n'], ['Qxa4', 'e3+'], ['Kg1', 'Qd3'], ['Qe8', 'Qb1+'], ['Kg2', 'Qc2+'], ['Kh3', 'Qf5+'], ['Kg2', 'Qd5+'], ['Kh3', 'Qf3\n'], ['Qe6', 'Qf1+'], ['Kh4', '']]",1/2-1/2
Moscow,Moscow,1936.??.??,?,"Eliskases, Erich Gottlieb","Levenfish, Grigory",,,A28,"[['c4', 'e5'], ['Nc3', 'Nc6'], ['Nf3', 'Nf6'], ['e3', 'Be7'], ['d3', 'O-O'], ['Be2', 'd6'], ['a3', 'Bf5'], ['O-O', 'Re8\n'], ['e4', 'Bg4'], ['Be3', 'Bf8'], ['Ne1', 'Bxe2'], ['Nxe2', 'Ne7'], ['Ng3', 'c6'], ['d4', 'exd4'], ['Bxd4', 'Ng6\n'], ['f3', 'd5'], ['cxd5', 'cxd5'], ['exd5', 'Nxd5'], ['Qb3', 'Ndf4'], ['Rd1', 'Qg5'], ['Ne4', 'Qh5'], ['Bf2', 'b6\n'], ['Nd3', 'Re6'], ['Nxf4', 'Nxf4'], ['Rfe1', 'Rae8'], ['Bg3', 'Qf5'], ['Kh1', 'h6'], ['Rd2', 'Kh7'], ['Red1', 'Nh5\n'], ['Bf2', 'Qg6'], ['Qc2', 'f5'], ['Ng3', 'Nxg3+'], ['Bxg3', 'Bc5'], ['b4', 'f4'], ['Qxg6+', 'Kxg6'], ['bxc5', 'fxg3\n'], ['hxg3', 'bxc5'], ['Rd7', 'R8e7'], ['Rxe7', 'Rxe7'], ['Rd6+', 'Kf5'], ['Rc6', 'Re1+'], ['Kh2', 'Rc1\n'], ['Rc7', 'g5'], ['Rxa7', 'c4'], ['Ra5+', 'Ke6'], ['Ra6+', 'Kd5'], ['Rxh6', 'c3'], ['Rh8', 'Ra1'], ['Rc8', 'Rxa3\n'], ['Kh3', 'Kd4'], ['Kg4', 'Ra5'], ['f4', 'Rc5'], ['Rd8+', 'Ke3'], ['Rd1', 'c2'], ['Rc1', 'gxf4'], ['gxf4', 'Kd2\n'], ['Ra1', 'c1=Q'], ['Rxc1', 'Rxc1'], ['Kg5', 'Ke3'], ['f5', 'Ke4'], ['g4', 'Ke5'], ['Kg6', 'Rc6+'], ['Kg7', 'Ra6\n'], ['Kf7', 'Kf4'], ['Kg7', 'Kg5']]",0-1
Moscow,Moscow,1936.??.??,?,"Capablanca, Jose Raul","Levenfish, Grigory",,,D43,"[['d4', 'e6'], ['Nf3', 'Nf6'], ['c4', 'd5'], ['Bg5', 'h6'], ['Bxf6', 'Qxf6'], ['Nc3', 'c6'], ['e3', 'Nd7'], ['Rc1', 'Bd6\n'], ['Bd3', 'O-O'], ['O-O', 'Qe7'], ['Qc2', 'dxc4'], ['Bxc4', 'e5'], ['Ne4', 'exd4'], ['Nxd6', 'Qxd6'], ['Rfd1', 'Ne5\n'], ['Nxe5', 'Qxe5'], ['Rxd4', 'Bf5'], ['Qc3', 'Rae8'], ['Qa3', 'a6'], ['Rcd1', 'Bc8'], ['b4', 'Qc7'], ['Qc3', 'Re5\n'], ['a3', 'Rfe8'], ['Rf4', 'Bf5'], ['h3', 'a5'], ['g4', 'axb4'], ['axb4', 'Be6'], ['Rfd4', 'Bc8'], ['Rf4', 'Be6\n'], ['Bxe6', 'R5xe6'], ['Qd4', 'Re5']]",1/2-1/2
Leningrad,Leningrad,1937.??.??,1,"Rauzer, Vsevolod","Levenfish, Grigory",,,B10,"[['e4', 'c6'], ['Nf3', 'd5'], ['Nc3', 'dxe4'], ['Nxe4', 'Nd7'], ['Bc4', 'Ngf6'], ['Nxf6+', 'Nxf6'], ['Ne5', 'Nd5\n'], ['Qf3', 'Be6'], ['d4', 'g6'], ['O-O', 'Bg7'], ['Re1', 'O-O'], ['c3', 'Qb6'], ['Qg3', 'Rad8'], ['Nd3', 'Rfe8\n'], ['Bg5', 'Bf8'], ['h4', 'Bf5'], ['Re2', 'Qc7'], ['Qxc7', 'Nxc7'], ['Nc5', 'b6'], ['Na6', 'Nxa6'], ['Bxa6', 'Be6\n'], ['Bd3', 'Rd7'], ['Bc2', 'Bc4'], ['Re3', 'e6'], ['b3', 'Ba6'], ['Be4', 'Rc8'], ['Bf6', 'Bg7'], ['Bxg7', 'Kxg7\n'], ['Bf3', 'c5'], ['dxc5', 'Rxc5'], ['Rd1', 'Rxd1+'], ['Bxd1', 'Ra5'], ['a4', 'Rd5'], ['Bf3', 'Rd2'], ['c4', 'Kf6\n'], ['Kf1', 'Ke7'], ['Ke1', 'Rd4'], ['Re4', 'Rd3'], ['Re3', 'Rd4'], ['Re4', 'Rd7'], ['Re2', 'Rd3'], ['Re3', 'Rd4\n'], ['Re4', 'Rd3'], ['Re3', 'Rd8'], ['Re2', 'Rd4'], ['Re4', 'Rxe4+'], ['Bxe4', 'Kd6'], ['Kd2', 'Bc8'], ['b4', 'Bd7\n'], ['Bc2', 'e5'], ['g3', 'f6'], ['Kc3', 'Be8'], ['Bb3', 'h6'], ['Bc2', 'g5'], ['hxg5', 'fxg5'], ['g4', 'h5'], ['gxh5', 'Bxh5\n'], ['Be4', 'a5'], ['f3', 'Be8'], ['Kb3', 'Bc6'], ['Bxc6', 'Kxc6'], ['bxa5', 'bxa5'], ['Kc2', 'Kc5'], ['Kc3', '']]",1/2-1/2
Moscow/Leningrad m,Leningrad,1937.??.??,1,"Levenfish, Grigory","Botvinnik, Mikhail",,,E17,"[['c4', 'Nf6'], ['Nc3', 'e6'], ['Nf3', 'b6'], ['g3', 'Bb7'], ['Bg2', 'Be7'], ['O-O', 'O-O'], ['b3', 'd5'], ['cxd5', 'exd5\n'], ['d4', 'Nbd7'], ['Bb2', 'Re8'], ['Rc1', 'c6'], ['Qd2', 'Ne4'], ['Qc2', 'Nxc3'], ['Bxc3', 'Bd6'], ['Rfe1', 'Nf6\n'], ['Nd2', 'Bf8'], ['Bb2', 'Rc8'], ['Qd3', 'Rc7'], ['Rcd1', 'g6'], ['Nb1', 'Bc8'], ['Ba3', 'Bf5'], ['Qa6', 'Bg7\n'], ['Nc3', 'h5'], ['Bc1', 'Ne4'], ['Nxe4', 'dxe4'], ['h4', 'Rd7'], ['Bg5', 'Bf6'], ['Bxf6', 'Qxf6'], ['Qc4', 'Red8\n'], ['Rc1', 'Rd6'], ['Qc3', 'Qxd4'], ['Qxd4', 'Rxd4'], ['Rxc6', 'Rd2'], ['a4', 'Rb2'], ['Rc3', 'Rd4'], ['Re3', 'Rb4\n'], ['Rc1', 'R2xb3'], ['Rxb3', 'Rxb3'], ['Rc4', 'Rb1+'], ['Kh2', 'Rb2'], ['Bf1', '']]",0-1
Moscow/Leningrad m,Leningrad,1937.??.??,2,"Botvinnik, Mikhail","Levenfish, Grigory",,,D94,"[['d4', 'd5'], ['c4', 'c6'], ['Nc3', 'Nf6'], ['e3', 'g6'], ['Nf3', 'Bg7'], ['Bd3', 'O-O'], ['O-O', 'e6'], ['b3', 'Nbd7\n'], ['Qe2', 'Re8'], ['Bb2', 'b6'], ['Rad1', 'Bb7'], ['Ne5', 'Nxe5'], ['dxe5', 'Nd7'], ['f4', 'Qe7'], ['cxd5', 'exd5\n'], ['e4', 'd4'], ['Nb1', 'c5'], ['Nd2', 'g5'], ['g3', 'gxf4'], ['gxf4', 'Kh8'], ['Nc4', 'Rg8'], ['Kh1', 'f6\n'], ['Nd6', 'fxe5'], ['Nxb7', 'exf4'], ['e5', 'Bxe5'], ['b4', 'Nf6'], ['Qf3', 'Ng4'], ['Rd2', 'Rab8'], ['Be4', 'd3\n'], ['Qxd3', 'Rxb7'], ['Bxb7', 'Qxb7+'], ['Qf3', 'Qxf3+'], ['Rxf3', 'Bxb2'], ['Rxb2', 'Ne5'], ['Rf1', 'Nd3\n'], ['Rg2', 'c4'], ['Rc2', 'b5'], ['a3', 'f3'], ['Rd2', 'Rg2'], ['Rxg2', 'fxg2+'], ['Kxg2', 'c3'], ['Kf3', '']]",0-1
Leningrad,Leningrad,1937.??.??,2,"Levenfish, Grigory","Fine, Reuben",,,D51,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'Nbd7'], ['Bg5', 'c6'], ['cxd5', 'cxd5'], ['e3', 'a6'], ['Bd3', 'Be7\n'], ['O-O', 'O-O'], ['Rc1', 'b5'], ['Ne5', 'Bb7'], ['f4', 'h6'], ['Bh4', 'Nxe5'], ['fxe5', 'Ne4'], ['Bxe7', 'Qxe7\n'], ['Bxe4', 'dxe4'], ['Qg4', 'Qg5'], ['Qxg5', 'hxg5'], ['Ne2', 'Bd5'], ['b3', 'b4'], ['h4', 'gxh4'], ['Nf4', 'Rfc8\n'], ['Rc5', 'Rxc5'], ['dxc5', 'Rc8'], ['Rc1', 'Kh7'], ['Kh2', 'Kh6'], ['g4', 'hxg3+'], ['Kxg3', 'Kg5'], ['Rh1', 'Kf5\n'], ['Rh7', 'Kxe5'], ['Rxg7', 'Rxc5'], ['Rxf7', 'Rc2'], ['Ng6+', 'Kd6'], ['Rf2', 'Rxf2'], ['Kxf2', 'a5'], ['Nf4', 'a4\n'], ['Ne2', 'Bxb3'], ['axb3', 'axb3'], ['Ng3', 'Kd5'], ['Nf1', 'Kc4'], ['Ke2', 'Kc3'], ['Kd1', 'b2'], ['Nd2', 'Kd3\n'], ['Nb1', 'Kxe3'], ['Kc2', 'Kf2']]",0-1
Moscow/Leningrad m,Leningrad,1937.??.??,3,"Levenfish, Grigory","Botvinnik, Mikhail",,,E34,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['Qc2', 'd5'], ['cxd5', 'Qxd5'], ['e3', 'c5'], ['a3', 'Bxc3+'], ['bxc3', 'b6\n'], ['Nf3', 'Nbd7'], ['c4', 'Qd6'], ['Bb2', 'Bb7'], ['Be2', 'cxd4'], ['exd4', 'O-O'], ['O-O', 'Ng4'], ['h3', 'Bxf3\n'], ['hxg4', 'Bxe2'], ['Qxe2', 'Rac8'], ['Rfd1', 'Rc7'], ['d5', 'e5'], ['Re1', 'f6'], ['a4', 'h6'], ['a5', 'bxa5\n'], ['Ba3', 'Nc5'], ['Reb1', 'a6'], ['Qe1', 'Rfc8'], ['Qxa5', 'Qd7'], ['Rb6', 'Nd3'], ['d6', 'Nf4'], ['dxc7', 'Qxg4\n'], ['g3', 'Ne2+'], ['Kh2', 'Nf4'], ['Kg1', 'Ne2+'], ['Kh2', 'Nf4'], ['Kg1', 'Ne2+'], ['Kg2', 'Nf4+'], ['Kg1', 'Ne2+\n'], ['Kg2', 'Nf4+'], ['Kg1', 'Ne2+'], ['Kh2', 'Nf4'], ['Kg1', 'Ne2+'], ['Kg2', 'Nf4+'], ['Kg1', 'Ne2+'], ['Kh2', 'Nf4\n'], ['gxf4', 'Qxf4+'], ['Kg2', 'Qg4+'], ['Kf1', 'Qxc4+'], ['Ke1', 'Qe4+'], ['Kd2', 'Qd4+'], ['Kc2', 'Rxc7+\n'], ['Kb1', 'Rc3'], ['Rb4', 'Qd3+'], ['Ka2', 'Rc2+'], ['Bb2', 'Rxf2'], ['Rc1', 'Kh7'], ['Rb3', 'Qe4'], ['Qxa6', 'h5\n'], ['Rc7', 'Rg2'], ['Qd3', 'Qxd3'], ['Rxd3', 'Kh6'], ['Kb3', 'h4'], ['Rc2', 'Rg4'], ['Rf2', 'Kh5'], ['Kc2', 'Rg1\n'], ['Ba3', 'e4'], ['Re3', 'Kg4'], ['Rxe4+', 'Kg3'], ['Rff4', '']]",1-0
Leningrad,Leningrad,1937.??.??,3,"Rabinovich, Ilya Leontievich","Levenfish, Grigory",,,C68,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Bxc6', 'dxc6'], ['Nc3', 'f6'], ['d4', 'exd4'], ['Qxd4', 'Qxd4'], ['Nxd4', 'Bd6\n'], ['Be3', 'Ne7'], ['O-O-O', 'Bd7'], ['Nb3', 'Be6'], ['Nc5', 'Bc8'], ['Nd3', 'O-O'], ['Bc5', 'Ng6'], ['Bxd6', 'cxd6\n'], ['Rd2', 'Nh8'], ['Nf4', 'Nf7'], ['Na4', 'b5'], ['Nb6', 'Rb8'], ['Nxc8', 'Rbxc8'], ['Rhd1', 'Rfe8'], ['f3', 'Rc7\n'], ['Rd3', 'a5'], ['Rc3', 'Rcc8'], ['a4', 'b4'], ['Rcd3', 'Kf8'], ['R3d2', 'g6'], ['Ne2', 'Ke7'], ['h4', 'Rg8\n'], ['Nd4', 'Kd7'], ['Nb3', 'Kc7'], ['Rd4', 'f5'], ['exf5', 'gxf5'], ['Re1', 'c5'], ['Rd5', 'Ne5'], ['f4', 'Kc6\n'], ['Rdd1', 'Nc4'], ['Nd2', 'Nxd2'], ['Rxd2', 'Rce8'], ['Rxe8', 'Rxe8'], ['Rd3', 'Rg8'], ['g3', 'Re8'], ['Kd2', 'h5\n'], ['b3', 'Re4'], ['Rf3', 'Kd5'], ['Rf1', 'Ke6'], ['Kd3', 'Kd5'], ['Kd2', 'Ke6'], ['Rf3', 'd5'], ['Rf1', 'Kd6\n'], ['Rf3', 'c4'], ['bxc4', 'dxc4'], ['c3', 'Kc5'], ['Rf1', 'bxc3+'], ['Kxc3', 'Re3+'], ['Kc2', 'Kd4'], ['Rb1', 'Rc3+\n'], ['Kd2', 'Rb3'], ['Re1', 'Rxg3'], ['Re5', 'Rg4'], ['Rxf5', 'Rxh4'], ['Rxa5', 'Rh2+'], ['Kc1', 'h4'], ['Rb5', 'Kd3\n'], ['Rd5+', 'Kc3'], ['Kb1', 'h3'], ['Rh5', 'Kb3'], ['Rb5+', 'Kxa4'], ['Rh5', 'Kb3'], ['Rb5+', 'Kc3'], ['Rh5', 'Kd3\n'], ['Rd5+', 'Ke4'], ['Rh5', 'Kxf4'], ['Rh4+', 'Kg3']]",0-1
Leningrad,Leningrad,1937.??.??,4,"Budo, A.","Levenfish, Grigory",,,D39,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['c4', 'd5'], ['Bg5', 'Bb4+'], ['Nc3', 'dxc4'], ['e4', 'c5'], ['e5', 'cxd4'], ['Qa4+', 'Nc6\n'], ['O-O-O', 'Bd7'], ['exf6', 'gxf6'], ['Nxd4', 'Bxc3'], ['bxc3', 'fxg5'], ['Qxc4', 'Qf6'], ['Nb5', 'O-O\n'], ['h4', 'Ne5'], ['Qd4', 'Qf4+'], ['Qxf4', 'gxf4'], ['Rd4', 'Rac8'], ['Kb2', 'Bxb5'], ['Bxb5', 'Rc5'], ['Be2', 'Rfc8\n'], ['Rh3', 'Nc4+'], ['Bxc4', 'Rxc4'], ['Rhd3', 'b5'], ['Rd8+', 'Rxd8'], ['Rxd8+', 'Kg7'], ['Rd7', 'Re4\n'], ['Rxa7', 'Re2+'], ['Kb3', 'Rxf2'], ['a4', 'bxa4+'], ['Rxa4', 'e5'], ['c4', 'Rxg2'], ['c5', 'f3'], ['Ra1', 'e4\n'], ['Rf1', 'f2'], ['c6', 'Rg6'], ['Rxf2', 'Rxc6'], ['Rf4', 'e3'], ['Re4', 'Re6'], ['Rxe6', 'fxe6'], ['Kc3', 'Kg6']]",0-1
Moscow/Leningrad m,Leningrad,1937.??.??,4,"Botvinnik, Mikhail","Levenfish, Grigory",,,D94,"[['d4', 'd5'], ['c4', 'c6'], ['Nc3', 'Nf6'], ['e3', 'g6'], ['Nf3', 'Bg7'], ['Bd3', 'O-O'], ['O-O', 'Nbd7'], ['cxd5', 'Nxd5\n'], ['e4', 'Nxc3'], ['bxc3', 'c5'], ['Ba3', 'a6'], ['Rc1', 'Qc7'], ['e5', 'b6'], ['Qe2', 'Bb7'], ['e6', 'Bxf3\n'], ['Qxf3', 'fxe6'], ['Qe4', 'e5'], ['dxc5', 'Nxc5'], ['Qc4+', 'Kh8'], ['Bxc5', 'Qxc5'], ['Qxc5', 'bxc5\n'], ['Be4', 'Rab8'], ['Rb1', 'Bh6']]",1/2-1/2
Moscow/Leningrad m,Leningrad,1937.??.??,5,"Levenfish, Grigory","Botvinnik, Mikhail",,,E34,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['Qc2', 'd5'], ['cxd5', 'Qxd5'], ['Nf3', 'c5'], ['Bd2', 'Bxc3'], ['Bxc3', 'cxd4\n'], ['Nxd4', 'Nc6'], ['e3', 'Nxd4'], ['Bxd4', 'Bd7'], ['Qc5', 'Qxc5'], ['Bxc5', 'Bc6'], ['f3', 'Nd7'], ['Bd4', 'f6\n'], ['e4', 'Ke7'], ['Be2', 'a6'], ['Kf2', 'Bb5'], ['Rhd1', 'Bxe2'], ['Kxe2', 'Rhd8'], ['Rd2', 'Rac8'], ['Rad1', 'Ke8\n'], ['g4', 'e5'], ['Be3', 'Nf8'], ['Rxd8+', 'Rxd8'], ['Rc1', 'Ne6'], ['h4', 'Kd7'], ['Rc3', 'Rc8'], ['Rd3+', 'Kc7\n'], ['Rc3+', 'Kd7'], ['Rd3+', 'Kc7'], ['Rc3+', 'Kd7'], ['Rd3+', 'Kc7'], ['Rc3+', 'Kd7']]",1/2-1/2
Leningrad,Leningrad,1937.??.??,5,"Levenfish, Grigory","Ilyin Zhenevsky, Alexander",,,E01,"[['Nf3', 'Nf6'], ['c4', 'e6'], ['g3', 'd5'], ['Bg2', 'c5'], ['cxd5', 'Nxd5'], ['O-O', 'Nc6'], ['d4', 'Qb6'], ['e4', 'Nf6\n'], ['d5', 'Nd4'], ['Nc3', 'Nxf3+'], ['Bxf3', 'Bd6'], ['Na4', 'Qc7'], ['Be3', 'O-O'], ['Nxc5', 'Bxc5'], ['Rc1', 'b6\n'], ['b4', 'Qe5'], ['Bf4', 'Qb2'], ['bxc5', 'bxc5'], ['Rc2', 'Qb6'], ['Be3', 'Nd7'], ['Re1', 'Bb7'], ['dxe6', 'Qxe6\n'], ['Bxc5', 'Nxc5'], ['Rxc5', 'Qxa2'], ['Rc7', 'Bc8'], ['e5', 'Rb8'], ['Bd5', 'Qa5'], ['Bxf7+', 'Kh8'], ['Qc1', 'Bh3\n'], ['e6', 'Qd5'], ['Qc6', 'Qe5'], ['Qc3', 'Qd5'], ['Qc6', 'Qd2'], ['Qc3', 'Qd5'], ['f3', 'Qa2'], ['Qc2', 'Qa5\n'], ['Rc1', 'Bxe6'], ['Bxe6', 'Qb6+'], ['Qf2', 'Qxe6'], ['Rxa7', 'Qf6'], ['f4', 'Rb2'], ['Rc2', 'Rb1+'], ['Kg2', 'Rd8\n'], ['Rac7', '']]",1/2-1/2
Moscow/Leningrad m,Leningrad,1937.??.??,6,"Botvinnik, Mikhail","Levenfish, Grigory",,,A13,"[['Nf3', 'd5'], ['e3', 'Nf6'], ['c4', 'e6'], ['b3', 'Be7'], ['Bb2', 'O-O'], ['Nc3', 'c5'], ['cxd5', 'Nxd5'], ['Nxd5', 'Qxd5\n'], ['Bc4', 'Qd8'], ['O-O', 'Nc6'], ['Qe2', 'Bf6'], ['Bxf6', 'Qxf6'], ['Rac1', 'b6'], ['Bb5', 'Ne5'], ['Nxe5', 'Qxe5\n'], ['d4', 'cxd4'], ['exd4', 'Qd6'], ['Qe5', 'Qa3'], ['h4', 'Bb7'], ['h5', 'h6'], ['Rc3', 'Rfd8'], ['Rg3', 'Qf8\n'], ['Qc7', 'Rab8'], ['Qf4', 'Qd6'], ['Qxd6', 'Rxd6'], ['Rc1', 'Rxd4'], ['Rc7', 'Rd1+'], ['Kh2', 'Rd5'], ['Be2', 'Rd2\n'], ['Bf3', 'Bd5'], ['Rxa7', 'Rxf2'], ['Kg1', 'Rd2'], ['Bxd5', 'Rxd5'], ['Rf3', 'Rf8'], ['a4', 'Rd4'], ['Rb7', 'Rb4\n'], ['Kf2', 'e5'], ['Ke2', 'e4'], ['Rc3', 'Rd8'], ['g4', 'Rf8'], ['Rbc7', 'f5'], ['Re7', 'f4'], ['Rcc7', 'f3+\n'], ['Kf1', 'Rd8'], ['g5', 'Rd1+'], ['Kf2', 'Rd2+'], ['Ke1', 'Re2+'], ['Kf1', 'hxg5'], ['Rxg7+', '']]",1-0
Moscow/Leningrad m,Leningrad,1937.??.??,7,"Levenfish, Grigory","Botvinnik, Mikhail",,,E34,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['Qc2', 'd5'], ['cxd5', 'Qxd5'], ['Nf3', 'c5'], ['Bd2', 'Bxc3'], ['Bxc3', 'cxd4\n'], ['Nxd4', 'e5'], ['Nf3', 'Nc6'], ['Rd1', 'Qc5'], ['e3', 'O-O'], ['Be2', 'Bg4'], ['O-O', 'Rac8'], ['Qb3', 'Qe7\n'], ['h3', 'Bh5'], ['Qa4', 'Rfd8'], ['Qh4', 'a6'], ['Rxd8+', 'Rxd8'], ['Rd1', 'Rxd1+'], ['Bxd1', 'Qd6'], ['Bb3', 'Bxf3\n'], ['gxf3', 'b5'], ['Kg2', 'Nd7'], ['Qh5', 'g6'], ['Qh4', 'Nc5'], ['Bc2', 'a5'], ['Qg4', 'b4'], ['Qc8+', 'Kg7\n'], ['Be1', 'Qd5'], ['Qa8', 'Qc4'], ['Bb1', 'Qd5'], ['a3', 'e4'], ['fxe4', 'Nxe4'], ['Ba2', 'Qd7'], ['axb4', 'Ng5\n'], ['Bc3+', 'Kh6'], ['Kf1', 'Qd1+'], ['Kg2', 'Qf3+'], ['Kf1', 'Ne4'], ['Qf8+', '']]",0-1
Moscow/Leningrad m,Leningrad,1937.??.??,8,"Botvinnik, Mikhail","Levenfish, Grigory",,,D94,"[['d4', 'd5'], ['c4', 'c6'], ['Nc3', 'Nf6'], ['e3', 'g6'], ['Nf3', 'Bg7'], ['Bd3', 'O-O'], ['O-O', 'b6'], ['b3', 'Bb7'], ['Ba3', 'Re8\n'], ['Rc1', 'e6'], ['Qe2', 'Nbd7'], ['Rfd1', 'Qb8'], ['h3', 'a6'], ['Bb2', 'c5'], ['cxd5', 'exd5'], ['Bb1', 'Qa7\n'], ['dxc5', 'bxc5'], ['Na4', 'd4'], ['Nd2', 'Nd5'], ['Nc4', 'Bc6'], ['Qf3', 'Nb4'], ['Qg3', 'Bxa4'], ['bxa4', 'dxe3\n'], ['Bxg7', 'Kxg7'], ['fxe3', 'Nf6'], ['a3', 'Nbd5'], ['e4', 'Nb6'], ['Nd6', 'Re6'], ['e5', 'Ne8'], ['a5', 'Na4\n'], ['Nc4', 'Rb8'], ['Qf2', 'Rxb1'], ['Rxb1', 'Nc3'], ['Rbc1', 'Nxd1'], ['Rxd1', 'Qc7'], ['Rd5', 'Rc6'], ['Qd2', 'Qe7\n'], ['Rd7', 'Qe6'], ['Qd5', 'Qxd5'], ['Rxd5', 'Kf8'], ['Rd7', 'Rc7'], ['Rd8', 'Ke7'], ['Rd6', 'Ra7'], ['Rc6', 'Kd7\n'], ['Rb6', 'Ke7'], ['Kf2', 'f6'], ['Ke2', 'Ra8'], ['Rc6', 'fxe5'], ['Rxc5', 'Nd6'], ['Rc7+', 'Ke6'], ['Nxd6', 'Kxd6\n'], ['Rxh7', 'Rb8'], ['Rg7', 'Rb2+'], ['Kf1', 'e4'], ['Rxg6+', 'Ke5'], ['Rxa6', 'Ra2'], ['Ra8', 'Kf4'], ['a6', 'Ra1+\n'], ['Ke2', 'Ra2+'], ['Kd1', 'Rxa3'], ['a7', 'Ke3'], ['h4', 'Rd3+'], ['Kc2', 'Rd7'], ['g4', 'Rc7+'], ['Kb3', 'Rd7\n'], ['Kc3', 'Rc7+'], ['Kb4', 'Rd7'], ['Kc5', '']]",1-0
