URS-chTJ,Kramatorsk,1989.??.??,?,"Tabatadze, Tamaz","Tkachiev, Vladislav",,,E73,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Be2', 'O-O'], ['Bg5', 'Nc6'], ['d5', 'Ne5'], ['Qd2', 'c6\n'], ['Nf3', 'Nxf3+'], ['Bxf3', 'cxd5'], ['cxd5', 'Bd7'], ['O-O', 'Rc8'], ['h3', 'Re8'], ['Be3', 'Qa5'], ['Bd4', 'Rc4\n'], ['Be3', 'Rec8'], ['Rfc1', 'a6'], ['a3', 'b5'], ['g4', 'b4'], ['Na2', 'Rxc1+'], ['Rxc1', 'Rxc1+'], ['Nxc1', 'Ne8\n'], ['Kg2', 'Qa4'], ['Bd1', 'Qb5'], ['axb4', 'Nc7'], ['Bd4', 'Bxd4'], ['Qxd4', 'Qb7'], ['Be2', 'Nb5'], ['Bxb5', 'Bxb5\n'], ['Na2', 'Bd7'], ['Nc3', 'Qc7'], ['Kg3', 'Qb7'], ['f4', 'Qc7'], ['e5', 'g5'], ['fxg5', 'dxe5'], ['Qc5', 'Qd8\n'], ['Ne4', 'Bb5'], ['d6', 'exd6'], ['Nxd6', 'e4'], ['Nxe4', 'Qd3+'], ['Kf4', 'Qf1+'], ['Ke5', 'Qe2'], ['Qf2', 'Qd3\n'], ['Qd2', '']]",1-0
Biel,Biel,1995.??.??,13,"Tkachiev, Vladislav","Gavrikov, Viktor",,,B52,"[['e4', 'c5'], ['Nf3', 'd6'], ['Bb5+', 'Bd7'], ['Bxd7+', 'Qxd7'], ['c4', 'Nc6'], ['Nc3', 'Nf6'], ['O-O', 'e6'], ['d4', 'cxd4\n'], ['Nxd4', 'Be7'], ['Re1', 'Rc8'], ['b3', 'O-O'], ['Bb2', 'a6'], ['Nxc6', 'Qxc6'], ['Rc1', 'Rfd8'], ['Qe2', 'Qc7\n'], ['h3', 'Qa5'], ['Red1', 'Nd7'], ['Na4', 'Rc6'], ['Bc3', 'Qc7'], ['Bb2', 'Bg5'], ['Rc3', 'Bf6'], ['Rcd3', 'b5\n'], ['Bxf6', 'Nxf6'], ['Nb2', 'Rc8'], ['R3d2', '']]",1/2-1/2
Cannes op,Cannes,1995.??.??,1,"Sale, Srdjan","Tkachiev, Vladislav",,,A48,"[['e4', 'g6'], ['d4', 'Bg7'], ['c3', 'd6'], ['Bg5', 'Nf6'], ['Nd2', 'O-O'], ['Ngf3', 'c5'], ['dxc5', 'dxc5'], ['Bc4', 'Nc6\n'], ['O-O', 'Qc7'], ['Re1', 'h6'], ['Bh4', 'Nh5'], ['Qc2', 'Bg4'], ['Rac1', 'Rad8'], ['b4', 'Ne5'], ['Nxe5', 'Qxe5\n'], ['Nf1', 'g5'], ['Bg3', 'Nxg3'], ['hxg3', 'b5'], ['Be2', 'Bxe2'], ['Qxe2', 'c4'], ['Nh2', 'Rd3'], ['Nf3', 'Qc7\n'], ['e5', 'Rfd8'], ['Qe4', 'R8d5'], ['g4', 'e6'], ['g3', 'Qc8'], ['Kg2', 'Qa6'], ['Re2', 'Qa3'], ['Rec2', 'a5\n'], ['bxa5', 'Qxa5'], ['Nd4', 'Qa6'], ['f4', 'b4'], ['Nf3', 'b3'], ['axb3', 'cxb3'], ['Rf2', 'gxf4'], ['gxf4', 'Qb6\n'], ['c4', 'Re3'], ['Qb1', 'Rdd3'], ['Rd1', 'Rc3']]",0-1
Cannes op,Cannes,1995.??.??,2,"Tkachiev, Vladislav","Landenbergue, Claude",,,C07,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'a6'], ['Ngf3', 'c5'], ['dxc5', 'Bxc5'], ['Bd3', 'Nc6'], ['O-O', 'Nge7'], ['c3', 'O-O\n'], ['Qe2', 'Qc7'], ['Nb3', 'Bd6'], ['Rd1', 'Bd7'], ['Bg5', 'Rae8'], ['c4', 'Ng6'], ['Rac1', 'Bc8'], ['Bb1', 'Bf4\n'], ['Bxf4', 'Nxf4'], ['Qe3', 'dxc4'], ['e5', 'cxb3'], ['Qxf4', 'f5'], ['axb3', 'Qb6'], ['Nd4', 'Nb4'], ['Qe3', 'Nd5\n'], ['Qf3', 'Nb4'], ['Qe3', 'Nd5'], ['Qf3', 'Nb4'], ['Qc3', 'Rd8'], ['Qc4', 'Kh8'], ['h4', 'Bd7'], ['Qc7', 'Qxc7\n'], ['Rxc7', 'Bc8'], ['Rxc8', 'Rxc8'], ['Nxe6', 'Rf7'], ['Ng5', 'Rfc7'], ['Bxf5', 'Rc1'], ['Rxc1', 'Rxc1+\n'], ['Kh2', 'Nc6'], ['f4', 'Rf1'], ['Kg3', 'Nxe5'], ['Bxh7', 'Nd7'], ['Be4', 'b5'], ['Ne6', 'Re1'], ['Kf3', 'Nf6\n'], ['Bf5', 'g6'], ['Kf2', 'Rd1'], ['Bxg6', 'Rd2+'], ['Kf3', 'Rxb2'], ['Nc5', 'a5'], ['Bd3', 'a4'], ['bxa4', 'bxa4\n'], ['Nxa4', 'Rb3']]",1/2-1/2
Cannes op,Cannes,1995.??.??,3,"Haik, Aldo","Tkachiev, Vladislav",,,B24,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['f4', 'g6'], ['g3', 'Bg7'], ['Bg2', 'd6'], ['Nh3', 'e6'], ['d3', 'Nge7'], ['Nf2', 'Rb8\n'], ['O-O', 'O-O'], ['Ne2', 'b5'], ['a3', 'a5'], ['g4', 'f5'], ['gxf5', 'exf5'], ['Ng3', 'Qc7'], ['exf5', 'Nxf5\n'], ['Nxf5', 'Bxf5'], ['Ne4', 'Qd7'], ['c3', 'Ne7'], ['Qe1', 'Rbe8'], ['Bd2', 'c4'], ['dxc4', 'Nc8'], ['Rd1', 'bxc4\n'], ['Bc1', 'Kh8'], ['Qe3', 'Re7'], ['Rfe1', 'Rfe8'], ['Rd4', 'd5'], ['Qd2', 'Qa7']]",0-1
Cannes op,Cannes,1995.??.??,4,"Tkachiev, Vladislav","Kalantarian, Norik",,,A49,"[['Nf3', 'Nf6'], ['g3', 'g6'], ['d4', 'Bg7'], ['Bg2', 'O-O'], ['O-O', 'd6'], ['Nc3', 'd5'], ['Re1', 'c6'], ['e4', 'Bg4\n'], ['e5', 'Nfd7'], ['h3', 'Bxf3'], ['Bxf3', 'e6'], ['Ne2', 'c5'], ['c3', 'Nc6'], ['Be3', 'Nb6'], ['b3', 'a5'], ['h4', 'a4\n'], ['Bg5', 'Qc7'], ['Qd2', 'axb3'], ['axb3', 'Rxa1'], ['Rxa1', 'cxd4'], ['cxd4', 'Ra8'], ['Rb1', 'Nd7'], ['h5', 'Ra3\n'], ['hxg6', 'hxg6'], ['Kg2', 'Qa5'], ['Qd1', 'Ra2'], ['Be3', 'Ndb8'], ['Bg4', 'Na6'], ['Nf4', 'Qc3'], ['Bh3', 'Qc2\n'], ['Nxe6', 'Qxd1'], ['Rxd1', 'fxe6'], ['Bxe6+', 'Kf8'], ['Bxd5', 'Nab4'], ['Be4', 'Ne7'], ['d5', 'Bxe5\n'], ['d6', 'Nec6'], ['d7', 'Ke7'], ['d8=Q+', 'Nxd8'], ['Bc5+', '']]",1-0
Cannes op,Cannes,1995.??.??,5,"Tkachiev, Vladislav","Minasian, Artashes",,,B00,"[['e4', 'b6'], ['d4', 'Bb7'], ['Bd3', 'Nf6'], ['Nc3', 'e6'], ['Nf3', 'Bb4'], ['Bg5', 'h6'], ['Bxf6', 'Qxf6'], ['O-O', 'Bxc3\n'], ['bxc3', 'd6'], ['Nd2', 'e5'], ['f4', 'exd4'], ['e5', 'dxe5'], ['fxe5', 'Qg5'], ['Nf3', 'Qe3+'], ['Kh1', 'O-O\n'], ['cxd4', 'Nd7'], ['Nh4', 'Qg5'], ['Qe1', 'Rae8'], ['Qf2', 'Bd5'], ['c4', 'Bb7'], ['Bf5', 'Bc8'], ['Rae1', 'c5\n'], ['Bxd7', '']]",1/2-1/2
Cannes op,Cannes,1995.??.??,6,"Dizdarevic, Emir","Tkachiev, Vladislav",,,E68,"[['Nf3', 'd6'], ['d4', 'Nf6'], ['g3', 'Nbd7'], ['c4', 'e5'], ['Nc3', 'g6'], ['Bg2', 'Bg7'], ['O-O', 'O-O'], ['Qc2', 'c6\n'], ['Rd1', 'Qe7'], ['e4', 'exd4'], ['Nxd4', 'Re8'], ['Bf4', 'Ne5'], ['b3', 'h6'], ['h3', 'a5'], ['Be3', 'Ned7\n'], ['Re1', 'Nc5'], ['Rad1', 'Bd7'], ['Bf4', 'Nh5'], ['Be3', 'Rad8'], ['a3', 'Nf6'], ['f3', 'Bc8'], ['Bf2', 'Qc7\n'], ['b4', 'axb4'], ['axb4', 'Na6'], ['Qb3', 'Nh5'], ['f4', 'Kh7'], ['Na4', 'Re7'], ['b5', 'Nb8'], ['bxc6', 'bxc6\n'], ['c5', 'dxc5'], ['Nxc5', 'Nd7'], ['Qb4', 'Bf8'], ['Ndb3', 'Ree8'], ['Qc4', 'Nxc5'], ['Nxc5', 'Ng7'], ['e5', 'Rxd1\n'], ['Rxd1', 'Be6'], ['Nxe6', 'Rxe6'], ['Bd5', 'Qd8'], ['Bf3', 'Qc7'], ['Rc1', 'Ba3'], ['Ra1', 'Qe7'], ['Kg2', 'f6\n'], ['Bg4', 'f5'], ['Bf3', 'g5'], ['Bxc6', 'gxf4'], ['gxf4', 'Bc5'], ['Bxc5', 'Rxc6'], ['Bxe7', 'Rxc4'], ['Bf8', 'Ne6\n'], ['Ra7+', 'Rc7'], ['Rxc7+', 'Nxc7'], ['Bb4', 'Kg6'], ['Kf3', 'Kf7'], ['Ba5', 'Ne6'], ['Be1', 'Nf8'], ['Ke3', 'Ne6\n'], ['Bg3', 'Ke7'], ['Bh4+', 'Kd7']]",1/2-1/2
Cannes op,Cannes,1995.??.??,7,"Tkachiev, Vladislav","Solozhenkin, Evgeniy",,,C55,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Nf6'], ['d3', 'Be7'], ['O-O', 'O-O'], ['Re1', 'd6'], ['a4', 'h6'], ['c3', 'Na5\n'], ['Ba2', 'c5'], ['Na3', 'Bd7'], ['Nc4', 'Nxc4'], ['Bxc4', 'Bc6'], ['Bb5', 'Rc8'], ['Bxc6', 'Rxc6'], ['d4', 'cxd4\n'], ['cxd4', 'Qc7'], ['Bd2', 'Nh7'], ['Ra3', 'Bf6'], ['Rd3', 'Re8'], ['Bc3', 'Ng5'], ['Nxg5', 'exd4'], ['Bxd4', 'Bxd4\n'], ['Rxd4', 'hxg5'], ['b4', 'Re6'], ['Rd5', 'Qe7'], ['h3', '']]",1/2-1/2
Cannes op,Cannes,1995.??.??,8,"Sadler, Matthew","Tkachiev, Vladislav",,,E94,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Be2', 'O-O'], ['Nf3', 'Na6'], ['O-O', 'e5'], ['Be3', 'Ng4\n'], ['Bg5', 'Qe8'], ['dxe5', 'dxe5'], ['Nd2', 'h6'], ['Bh4', 'Nf6'], ['Nd5', 'g5'], ['Bg3', 'c6'], ['Nxf6+', 'Bxf6\n'], ['Bg4', 'Nc5'], ['Qf3', 'Qe7'], ['Bxc8', 'Rfxc8'], ['Rfd1', 'Ne6'], ['Qg4', 'Ng7'], ['Qe2', 'Rd8'], ['Nf1', 'Qe6\n'], ['Ne3', 'h5'], ['f3', 'Be7'], ['Kf1', 'Bc5'], ['Nf5', 'h4'], ['Bf2', 'Bxf2'], ['Nxg7', 'Kxg7'], ['Kxf2', 'Rd4\n'], ['Rxd4', 'exd4'], ['e5', 'Re8'], ['Re1', 'Qf5'], ['c5', 'b6'], ['Qc4', 'Rd8'], ['cxb6', 'axb6'], ['e6', 'Qc5\n'], ['Qxc5', 'bxc5'], ['Re5', 'd3'], ['Ke1', 'c4'], ['Rxg5+', 'Kf6'], ['Rg4', 'Rb8'], ['exf7', 'Kxf7'], ['Rxc4', 'Rxb2\n'], ['Rxh4', 'Rxg2'], ['Rd4', '']]",1/2-1/2
Cannes op,Cannes,1995.??.??,9,"Tkachiev, Vladislav","Nikolaidis, Ioannis",,,B12,"[['e4', 'c6'], ['d4', 'd5'], ['e5', 'Bf5'], ['Nf3', 'e6'], ['Be2', 'c5'], ['Be3', 'Nd7'], ['O-O', 'Ne7'], ['c4', 'dxc4\n'], ['Na3', 'Nd5'], ['Bg5', 'Be7'], ['Bxe7', 'Qxe7'], ['Nxc4', 'O-O'], ['Nd6', 'Nf4'], ['Nxf5', 'exf5'], ['Bb5', 'Nb6\n'], ['Rc1', 'Rac8'], ['Qd2', 'Nbd5'], ['Bc4', 'cxd4'], ['g3', 'Nb6'], ['Bxf7+', 'Qxf7'], ['Qxf4', 'Qxa2\n'], ['Rxc8', 'Nxc8'], ['Qxd4', 'f4'], ['Qe4', 'fxg3'], ['hxg3', 'Qf7'], ['Ng5', 'Qf5'], ['Qxf5', 'Rxf5'], ['f4', 'h6\n'], ['Ne6', 'Ne7'], ['Kg2', 'Nc6'], ['Nc5', 'Rf8'], ['Rc1', 'g5'], ['Nxb7', 'Nd4'], ['Rc4', 'Nf5'], ['Kf3', 'g4+\n'], ['Kf2', 'h5'], ['Nd6', 'Nxd6'], ['exd6', 'Kf7'], ['Rc7+', 'Ke6'], ['d7', 'Rb8'], ['Rb7', 'Rd8'], ['Rxa7', 'Kd6\n'], ['Ke3', '']]",1-0
Cappelle op,Cappelle la Grande,1995.??.??,1,"Tkachiev, Vladislav","Gurieli, Nino",,,A39,"[['Nf3', 'Nf6'], ['g3', 'c5'], ['Bg2', 'g6'], ['c4', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Bg7'], ['Nc3', 'O-O'], ['O-O', 'Nxd4\n'], ['Qxd4', 'd6'], ['Qd3', 'Bf5'], ['e4', 'Be6'], ['b3', 'Nd7'], ['Bb2', 'Rc8'], ['Qd2', 'Ne5'], ['Nd5', 'a6\n'], ['Ne3', 'Qb6'], ['Rab1', 'Qa7'], ['Kh1', 'Ng4'], ['Nxg4', 'Bxg4'], ['Bxg7', 'Kxg7'], ['Qg5', 'Be2'], ['Rfe1', 'f6\n'], ['Qd2', 'Bg4'], ['a4', 'a5'], ['f4', 'Qc5'], ['Re3', 'b6'], ['Rbe1', 'Rcd8'], ['Rd3', 'Qc7'], ['h3', 'Bd7\n'], ['Kh2', 'Bc6'], ['h4', 'h5'], ['Bh3', 'e5'], ['f5', 'Qb7'], ['Qe2', 'Rh8'], ['fxg6', 'Kxg6'], ['Bf5+', 'Kf7\n'], ['g4', 'Bd7'], ['Rxd6', '']]",0-1
Cappelle op,Cappelle la Grande,1995.??.??,2,"Shtyrenkov, Veniamen","Tkachiev, Vladislav",,,C47,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Nf6'], ['d4', 'exd4'], ['Nxd4', 'Bb4'], ['Nxc6', 'bxc6'], ['Bd3', 'O-O'], ['O-O', 'd5\n'], ['exd5', 'cxd5'], ['Bg5', 'c6'], ['Qf3', 'Be7'], ['h3', 'h6'], ['Bh4', 'Rb8'], ['b3', 'Rb4'], ['Bg3', 'Bd6\n'], ['Ne2', 'c5'], ['c3', 'Rb6'], ['Bxd6', 'Rxd6'], ['Ng3', 'Re8'], ['Rfe1', 'Rde6'], ['Rxe6', 'Rxe6'], ['Bf5', 'Re5\n'], ['Rd1', 'Bxf5'], ['Nxf5', 'Qb6'], ['Ne3', 'Qe6'], ['b4', 'Ne4'], ['bxc5', 'Nxc3'], ['Rd3', 'Ne4'], ['Qd1', 'd4\n'], ['Rxd4', 'Qxa2'], ['Ng4', 'Re8'], ['Rd8', 'Qe6'], ['Rxe8+', 'Qxe8'], ['Qd5', 'Nc3'], ['Qc4', 'Qe1+'], ['Kh2', 'Ne2\n'], ['Nxh6+', 'Kh7'], ['Qe4+', 'g6'], ['h4', 'Kxh6'], ['Qe3+', 'Kh7'], ['g3', 'Qg1+'], ['Kh3', 'Qh1+'], ['Kg4', 'Qd5']]",0-1
Cappelle op,Cappelle la Grande,1995.??.??,3,"Tkachiev, Vladislav","Muhutdinov, Marat",,,B52,"[['e4', 'c5'], ['Nf3', 'd6'], ['Bb5+', 'Bd7'], ['Bxd7+', 'Qxd7'], ['c4', 'Nf6'], ['Nc3', 'Nc6'], ['O-O', 'g6'], ['d4', 'cxd4\n'], ['Nxd4', 'Bg7'], ['Nc2', 'O-O'], ['Qe2', 'Rfc8'], ['b3', 'Qd8'], ['Bd2', 'a6'], ['Rac1', 'Rab8'], ['Rfd1', 'b5\n'], ['cxb5', 'axb5'], ['Nd5', 'Qd7'], ['Ncb4', 'Nxb4'], ['Nxb4', 'Kf8'], ['f3', 'Qb7'], ['Be3', 'Ra8'], ['Bd4', 'Nd7\n'], ['Be3', 'Nf6'], ['Kf1', 'h5'], ['Bd4', 'Nd7'], ['Qb2', 'Bxd4'], ['Qxd4', 'f6'], ['Qd2', 'Kg7'], ['Nd5', 'Nb6\n'], ['Nf4', 'Rxc1'], ['Rxc1', 'Rc8'], ['Ne6+', 'Kh7'], ['Nd4', 'b4'], ['Rxc8', 'Nxc8'], ['Qc2', 'Na7'], ['Qc4', 'e5\n'], ['Nc2', 'Nc6'], ['Ne3', 'Nd4'], ['Nd5', 'f5'], ['Qc7+', 'Qxc7'], ['Nxc7', 'f4'], ['Nd5', 'Nc6'], ['Ke2', 'g5\n'], ['Kd3', 'Kg6'], ['Kc4', 'g4'], ['fxg4', 'hxg4'], ['g3', 'Kg5'], ['Kd3', 'Nd4'], ['gxf4+', 'Kh5'], ['f5', 'Nf3\n'], ['Nxb4', 'Nxh2'], ['Nc2', 'g3'], ['Ne1', 'Kg5'], ['a4', 'd5'], ['a5', 'dxe4+'], ['Kxe4', '']]",1-0
Cappelle op,Cappelle la Grande,1995.??.??,4,"Krogius, Nikolai V","Tkachiev, Vladislav",,,E68,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nf3', 'Bg7'], ['g3', 'O-O'], ['Bg2', 'd6'], ['O-O', 'Nbd7'], ['Nc3', 'e5'], ['h3', 'Re8\n'], ['e4', 'exd4'], ['Nxd4', 'Nc5'], ['Re1', 'h6'], ['Nb3', 'Ne6'], ['f4', 'Rb8'], ['Be3', 'b6'], ['Bf2', 'g5\n'], ['f5', 'Nc5'], ['e5', 'dxe5'], ['Nxc5', 'bxc5'], ['Qc2', 'e4'], ['Rad1', 'Qe7'], ['g4', 'Bb7'], ['Na4', 'Bc6\n'], ['Nxc5', 'Nxg4'], ['hxg4', 'Rxb2'], ['Rxe4', 'Bxe4'], ['Qxe4', 'Rxf2'], ['Qxe7', 'Rxg2+'], ['Kxg2', 'Rxe7\n'], ['Kf1', 'Bf6'], ['Ne4', 'Be5']]",1/2-1/2
Cappelle op,Cappelle la Grande,1995.??.??,6,"Malaniuk, Vladimir P","Tkachiev, Vladislav",,,A48,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['c3', 'Bg7'], ['Bg5', 'O-O'], ['Nbd2', 'd6'], ['e3', 'c5'], ['Bc4', 'Nc6'], ['O-O', 'cxd4\n'], ['exd4', 'h6'], ['Bh4', 'Qc7'], ['d5', 'Ne5'], ['Bb3', 'g5'], ['Bg3', 'Bg4'], ['h3', 'Bh5'], ['Qe2', 'Nfd7\n'], ['Qe3', 'Nxf3+'], ['gxf3', 'Nc5'], ['f4', 'Nxb3'], ['axb3', 'Qc5'], ['Qxc5', 'dxc5'], ['fxg5', 'Rfd8\n'], ['c4', 'hxg5'], ['Ne4', 'Bxb2'], ['Ra2', 'Bd4'], ['Nxg5', 'b5'], ['Re1', 'bxc4'], ['bxc4', 'Rd7'], ['Kg2', 'a5\n'], ['Nf3', 'Bxf3+'], ['Kxf3', 'a4'], ['Be5', 'Bxe5'], ['Rxe5', 'a3'], ['Re3', '']]",1/2-1/2
Cappelle op,Cappelle la Grande,1995.??.??,7,"Tkachiev, Vladislav","Chuchelov, Vladimir",,,B23,"[['e4', 'c5'], ['f4', 'g6'], ['Nf3', 'Bg7'], ['Nc3', 'Nc6'], ['Bb5', 'Nd4'], ['Bd3', 'e6'], ['Nxd4', 'cxd4'], ['Nb5', 'd6\n'], ['c3', 'Nf6'], ['Nxd4', 'e5'], ['Nf3', 'exf4'], ['Bb5+', 'Bd7'], ['Bxd7+', 'Qxd7'], ['d3', 'Nh5'], ['O-O', 'O-O\n'], ['Ng5', 'Qb5'], ['Nh3', 'f5'], ['Nxf4', 'Nxf4'], ['Rxf4', 'Bh6'], ['Rxf5', 'gxf5'], ['Bxh6', 'Rf6'], ['Qd2', '']]",1/2-1/2
Cappelle op,Cappelle la Grande,1995.??.??,8,"Gurevich, Dmitry","Tkachiev, Vladislav",,,E94,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['Be2', 'Na6'], ['O-O', 'e5'], ['Re1', 'Qe8\n'], ['Bf1', 'Bg4'], ['d5', 'Nb4'], ['Be2', 'a5'], ['Be3', 'Nh5'], ['a3', 'Na6'], ['h3', 'Bd7'], ['Nd2', 'Nf4'], ['Bf1', 'b6\n'], ['Nb5', 'Qd8'], ['b4', 'f5'], ['exf5', 'gxf5'], ['Bxf4', 'exf4'], ['Rb1', 'axb4'], ['axb4', 'Be5'], ['Nf3', 'Qf6\n'], ['Nbd4', 'Nb8'], ['Qd2', 'Ra4'], ['Ne6', 'Bxe6'], ['Nxe5', 'dxe5'], ['dxe6', 'Qxe6'], ['c5', 'Qf6'], ['Bb5', 'Ra7\n'], ['c6', 'Kh8'], ['Qc3', 'e4'], ['Rbc1', 'Qxc3'], ['Rxc3', 'Rd8'], ['Bf1', 'Rd2'], ['b5', 'Raa2'], ['Rcc1', 'Rxf2\n'], ['Ra1', 'Kg7'], ['Red1', 'Rfd2'], ['Rxa2', 'Rxd1'], ['Kf2', 'Rd8'], ['Ra7', 'Re8'], ['g3', 'f3'], ['Ke3', 'h5\n'], ['Ra4', 'Kf6'], ['g4', 'hxg4'], ['hxg4', 'fxg4'], ['Rxe4', 'Rg8'], ['Kf4', 'Rg5'], ['Bc4', 'Rc5']]",1/2-1/2
Cappelle op,Cappelle la Grande,1995.??.??,9,"Tkachiev, Vladislav","Skembris, Spyridon",,,B15,"[['e4', 'c6'], ['d4', 'g6'], ['Nc3', 'd5'], ['exd5', 'cxd5'], ['Qf3', 'Nc6'], ['Qxd5', 'Nxd4'], ['Bd3', 'Bg7'], ['Nge2', 'Nxe2\n'], ['Qxd8+', 'Kxd8'], ['Nxe2', 'Bd7'], ['O-O', 'Kc7']]",1/2-1/2
Clichy,Clichy,1995.??.??,?,"Tkachiev, Vladislav","Relange, Eloi",,,B62,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bg5', 'e6'], ['Qd3', 'Be7'], ['O-O-O', 'O-O\n'], ['Qg3', 'Nxd4'], ['Rxd4', 'Qa5'], ['h4', 'Kh8'], ['f4', 'e5'], ['Ra4', 'exf4'], ['Bxf4', 'Qb6'], ['h5', 'h6\n'], ['e5', 'dxe5'], ['Bxe5', 'Bf5'], ['Be2', 'Rac8'], ['Rf1', 'Bh7'], ['Rd4', 'Qe6'], ['Bf3', 'Rxc3'], ['bxc3', 'Qxa2\n'], ['Bd1', 'Nxh5'], ['Rg4', 'Qa1+'], ['Kd2', 'Rd8+'], ['Ke3', 'Nxg3']]",0-1
Clichy,Clichy,1995.??.??,?,"Nikcevic, Nebojsa","Tkachiev, Vladislav",,,E94,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['Be2', 'Na6'], ['O-O', 'e5'], ['Re1', 'Qe8\n'], ['Bf1', 'Bg4'], ['d5', 'Nb4'], ['Rb1', 'c5'], ['Nb5', 'Qe7'], ['a3', 'Na6'], ['h3', 'Bd7'], ['b4', 'Ne8'], ['Rb3', 'b6\n'], ['Nh2', 'f5'], ['exf5', 'gxf5'], ['f4', 'e4'], ['Bb2', 'Bxb2'], ['Rxb2', 'Qg7'], ['Rb3', 'Rf6'], ['Qa1', 'Qh6\n'], ['Qc1', 'Rg6'], ['Be2', 'Qh4'], ['Rf1', 'cxb4'], ['axb4', 'Nxb4'], ['Qe1', 'Qxe1'], ['Rxe1', 'Nc2'], ['Rd1', 'a5\n'], ['Bh5', 'Rf6'], ['Nf1', 'Rd8'], ['Be2', 'Nb4'], ['Nc3', 'Nc7'], ['Ne3', 'Nca6'], ['Rdb1', 'Nc5'], ['Ra3', 'Kf8\n'], ['Bd1', 'Ncd3'], ['g3', 'Ke7'], ['Kh2', 'Rh8'], ['Ne2', 'h5'], ['h4', 'Nf2'], ['Nd4', 'Nxd1'], ['Rxd1', 'Rc8\n'], ['Rb1', 'Rff8'], ['Rb2', 'Rc7'], ['Ndc2', 'Nxc2'], ['Rxc2', 'Rb8'], ['Rb2', 'Rcb7'], ['Rab3', 'Kd8'], ['Kg2', 'b5\n'], ['cxb5', 'a4'], ['Rb4', 'Rxb5'], ['Rxb5', 'Rxb5'], ['Rxb5', 'Bxb5'], ['Kf2', 'Bd3']]",0-1
Clichy,Clichy,1995.??.??,?,"Marciano, David","Tkachiev, Vladislav",,,B08,"[['e4', 'g6'], ['d4', 'Bg7'], ['Nc3', 'd6'], ['Be3', 'c6'], ['Qd2', 'b5'], ['Nf3', 'Nf6'], ['Bd3', 'O-O'], ['Bh6', 'Bg4\n'], ['Bxg7', 'Kxg7'], ['h3', 'Bxf3'], ['gxf3', 'e5'], ['dxe5', 'dxe5'], ['f4', 'exf4'], ['Qxf4', 'Nbd7'], ['O-O-O', 'Qe7\n'], ['Rhe1', 'Rfe8'], ['Qe3', 'Nb6'], ['e5', 'Nfd5'], ['Nxd5', 'Nxd5'], ['Qg3', 'Nb4'], ['a3', 'Nxd3+'], ['Rxd3', 'Rad8\n'], ['Rxd8', 'Rxd8'], ['e6', 'fxe6']]",1/2-1/2
Clichy,Clichy,1995.??.??,?,"Tkachiev, Vladislav","Flear, Glenn C",,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Nf6'], ['d3', 'Bc5'], ['c3', 'a6'], ['Nbd2', 'd6'], ['Nf1', 'Ba7'], ['Bb3', 'O-O\n'], ['Ng3', 'h6'], ['h3', 'Be6'], ['Nh2', 'Bxb3'], ['axb3', 'd5'], ['Qf3', 'dxe4'], ['dxe4', 'Nh7'], ['h4', 'Qd7\n'], ['Ng4', 'Rad8'], ['O-O', 'Qd3'], ['Ne3', 'Bxe3'], ['Bxe3', 'Ne7'], ['Rfd1', 'Qb5'], ['b4', 'b6'], ['b3', 'Qc6\n'], ['c4', 'Rxd1+'], ['Rxd1', 'f5'], ['Nxf5', 'Nxf5'], ['exf5', 'Qxf3'], ['gxf3', 'Rxf5'], ['Kg2', 'Nf8\n'], ['Ra1', 'Ne6'], ['Rxa6', 'Kf7'], ['c5', 'b5'], ['Ra7', 'Kg6'], ['Rb7', 'c6'], ['Rd7', 'Rf6'], ['Kg3', 'Kf5\n'], ['Re7', 'h5'], ['Kg2', 'g6'], ['Kg3', 'Nf4'], ['Bd2', 'Nd5'], ['Rg7', 'e4'], ['Bc1', 'exf3'], ['Bb2', 'Rf8\n'], ['Kxf3', 'Ke6+'], ['Kg2', 'Ne7'], ['Bc1', 'Rf7'], ['Rxf7', 'Kxf7'], ['Kf3', 'Nd5'], ['Bd2', 'Ke6'], ['Ke4', 'Kf6']]",1/2-1/2
