RUS-ch U10,Rybinsk,1997.??.??,1,"Rusanov, V.","Vitiugov, N.",,,B85,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Be2', 'Be7'], ['O-O', 'O-O'], ['f4', 'Qc7\n'], ['Kh1', 'a6'], ['a4', 'Nc6'], ['Be3', 'Bd7'], ['g4', 'Nxd4'], ['Bxd4', 'Bc6'], ['Bf3', 'e5'], ['Be3', 'exf4\n'], ['Bxf4', 'Nd7'], ['Nd5', 'Bxd5'], ['exd5', 'Ne5'], ['Bxe5', 'dxe5'], ['Qd3', 'Qd7'], ['c4', 'Bc5'], ['Qd2', 'a5\n'], ['Rfd1', 'Ra6'], ['b3', 'Rf6'], ['Qg2', 'Rf4'], ['d6', 'Bd4'], ['Rab1', 'Qxd6']]",0-1
60th ch-RUS Superfinal,Moscow RUS,2007.12.20,3,"Vitiugov,N","Sakaev,K",,,D17,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['c4', 'c6'], ['Nc3', 'dxc4'], ['a4', 'Bf5'], ['Ne5', 'Nbd7'], ['Nxc4', 'Qc7'], ['g3', 'e5\n'], ['dxe5', 'Nxe5'], ['Bf4', 'Nfd7'], ['Bg2', 'g5'], ['Bxe5', 'Nxe5'], ['Qd4', 'f6'], ['Ne3', 'Be6'], ['a5', 'a6\n'], ['O-O', 'Rd8'], ['Qa4', 'Nd7'], ['Qc2', 'Bc5'], ['Nf5', 'O-O'], ['Be4', 'Kh8'], ['e3', 'Rfe8'], ['Rfd1', 'Bf8\n'], ['Nd4', 'Bg8'], ['Bg2', 'Re5'], ['Qa4', 'Nc5'], ['Qc2', 'Nd7'], ['Qa4', 'Nc5'], ['Qc2', 'Nd7']]",1/2-1/2
60th ch-RUS Superfinal,Moscow RUS,2007.12.22,4,"Timofeev,Arty","Vitiugov,N",,,B91,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['g3', 'e5'], ['Nde2', 'Be7'], ['Bg2', 'O-O\n'], ['O-O', 'Nbd7'], ['a4', 'b6'], ['h3', 'Bb7'], ['g4', 'Rc8'], ['Ng3', 'Nc5'], ['g5', 'Nfd7'], ['h4', 'g6'], ['Be3', 'Ne6\n'], ['Bh3', 'Nf4'], ['Bxf4', 'exf4'], ['Nge2', 'f3'], ['Nd4', 'Bxg5'], ['hxg5', 'Qxg5+'], ['Kh1', 'Rxc3\n'], ['bxc3', 'Qh4'], ['Kh2', 'Ne5'], ['Rg1', 'Qxf2+'], ['Kh1', 'Qh4'], ['Kh2', 'Qf2+'], ['Kh1', 'Qh4'], ['Kh2', 'h5\n'], ['Nxf3', 'Qf4+'], ['Rg3', 'Bxe4'], ['Ng5', 'h4'], ['Nxe4', 'hxg3+'], ['Nxg3', 'Nf3+'], ['Kg2', 'Nh4+\n'], ['Kh1', 'Qxg3'], ['Qg4', 'Qxc3'], ['Rf1', 'Qc6+'], ['Kg1', 'Qc5+'], ['Rf2', 'Nf5'], ['Qf4', 'Re8'], ['Bxf5', 'Qxf5\n'], ['Qxf5', 'gxf5'], ['Rd2', 'Re6'], ['c4', 'Re4'], ['Rxd6', 'Rxc4'], ['Rxb6', 'Rxa4'], ['Kf2', 'Kg7'], ['Kf3', 'a5\n'], ['Ke3', 'f6'], ['Kf3', 'Kg6'], ['Rb8', 'Ra1'], ['Rg8+', 'Kf7'], ['Rg2', 'a4'], ['Kf4', 'Rf1+'], ['Kg3', 'Rb1\n'], ['Rc2', 'a3'], ['Kf4', 'Rb4+'], ['Kxf5', 'Rb5+'], ['Kf4', '']]",0-1
60th ch-RUS Superfinal,Moscow RUS,2007.12.23,5,"Vitiugov,N","Grischuk,A",,,E58,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'O-O'], ['Bd3', 'c5'], ['Nf3', 'd5'], ['O-O', 'Nc6'], ['a3', 'Bxc3\n'], ['bxc3', 'Qc7'], ['Bb2', 'Na5'], ['cxd5', 'exd5'], ['Ne5', 'c4'], ['Bc2', 'Ne4'], ['f3', 'Nd6'], ['a4', 'f6\n'], ['Ba3', 'Rd8'], ['Ng4', 'Bxg4'], ['fxg4', 'Nb3'], ['Ra2', 'Qe7'], ['Qf3', 'Qe6'], ['Qf4', 'Rd7'], ['Bxd6', 'Qxd6\n'], ['Qxd6', 'Rxd6'], ['Bxb3', 'cxb3'], ['Rb2', 'Rc8'], ['Rxb3', 'b6'], ['Kf2', 'Rdc6'], ['Rc1', 'Rc4'], ['Ra3', 'Rb4\n'], ['cxb4', 'Rxc1'], ['b5', 'h6'], ['Ra2', 'Kf7'], ['Kf3', 'Ke6'], ['h4', 'g6'], ['a5', 'Rf1+'], ['Kg3', 'Rb1\n'], ['axb6', 'axb6'], ['Rc2', 'Rxb5'], ['Rc6+', 'Kf7'], ['Rc7+', 'Kf8'], ['Rd7', 'g5'], ['Rh7', 'gxh4+'], ['Kf3', 'Rb1\n'], ['Rxh6', 'Ke7'], ['Rxh4', 'b5'], ['Rh7+', 'Kd6'], ['Rf7', 'Ke6'], ['Rb7', 'b4'], ['Rb6+', 'Ke7'], ['Kg3', 'b3\n'], ['g5', 'fxg5'], ['Kg4', 'b2'], ['Kxg5', 'Kd7'], ['g4', 'Kc7'], ['Rb3', 'Kd6'], ['Kg6', 'Rg1'], ['Rxb2', 'Rxg4+\n'], ['Kf5', 'Re4'], ['Rb6+', 'Kd7']]",1/2-1/2
60th ch-RUS Superfinal,Moscow RUS,2007.12.24,6,"Svidler,P","Vitiugov,N",,,B60,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bg5', 'g6'], ['Bxf6', 'exf6'], ['Bb5', 'Bd7\n'], ['Bc4', 'Bg7'], ['Nxc6', 'Bxc6'], ['Qd3', 'f5'], ['exf5', 'Qg5'], ['Nd5', 'Bxb2'], ['Rb1', 'Qxg2'], ['Rf1', 'Bg7\n'], ['f6', 'Bf8'], ['Nc7+', 'Kd7'], ['Bd5', 'Bxd5'], ['Nxd5', 'Re8+'], ['Kd1', 'b6'], ['Rxb6', 'Re4'], ['Rb7+', 'Ke6\n'], ['f3', 'Rd4'], ['Qxd4', 'Qxf1+'], ['Kd2', 'Qg2+'], ['Kc1', 'Bh6+'], ['Nf4+', 'Bxf4+'], ['Qxf4', 'Qg1+\n'], ['Kb2', 'Kd5'], ['c4+', '']]",1-0
60th ch-RUS Superfinal,Moscow RUS,2007.12.26,7,"Vitiugov,N","Dreev,A",,,D61,"[['d4', 'd5'], ['c4', 'e6'], ['Nf3', 'Nf6'], ['Nc3', 'Be7'], ['Bg5', 'Nbd7'], ['e3', 'h6'], ['Bh4', 'O-O'], ['Qc2', 'c5\n'], ['cxd5', 'Nxd5'], ['Bxe7', 'Qxe7'], ['Nxd5', 'exd5'], ['dxc5', 'Nxc5'], ['Be2', 'Bg4'], ['O-O', 'Rac8\n'], ['Rfd1', 'Rfd8'], ['h3', 'Be6'], ['Qd2', 'Bf5'], ['Rac1', 'Be4'], ['Nd4', 'Ne6'], ['Bg4', 'a6'], ['Nf5', 'Bxf5\n'], ['Bxf5', 'Rxc1'], ['Qxc1', 'g6'], ['Bxe6', 'Qxe6'], ['Qc7', 'Rd7'], ['Qc8+', 'Kg7'], ['Rd4', 'Qc6'], ['Qxc6', 'bxc6\n'], ['Ra4', 'c5'], ['Rxa6', 'Rb7'], ['b3', 'c4'], ['bxc4', 'dxc4'], ['g4', 'Rc7'], ['Rd6', 'c3'], ['Rd1', 'Ra7\n'], ['Rc1', 'Rxa2'], ['Rxc3', 'Ra5'], ['f4', 'Ra2'], ['Kf1', 'Rb2'], ['Kg1', 'Ra2'], ['Rc5', 'Re2'], ['Re5', 'f6\n'], ['Re7+', 'Kf8'], ['Re4', 'Kf7'], ['h4', 'f5'], ['gxf5', 'gxf5'], ['Re5', 'Kg6'], ['h5+', 'Kxh5'], ['Kf1', 'Ra2\n'], ['Rxf5+', 'Kg4'], ['Re5', 'h5'], ['Rg5+', 'Kf3'], ['Kg1', 'Kxe3'], ['Rxh5', '']]",1/2-1/2
60th ch-RUS Superfinal,Moscow RUS,2007.12.27,8,"Amonatov,F","Vitiugov,N",,,B47,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nc3', 'Qc7'], ['f4', 'Nxd4'], ['Qxd4', 'a6'], ['Be3', 'b5\n'], ['O-O-O', 'Bb7'], ['Bd3', 'Rc8'], ['Kb1', 'Qc5'], ['a4', 'b4'], ['Na2', 'Nf6'], ['Rhe1', 'a5'], ['Nc1', 'Qc6\n'], ['Nb3', 'Qxa4'], ['Qe5', 'd6'], ['Bb5+', 'Bc6'], ['Bxa4', 'dxe5'], ['Bxc6+', 'Rxc6'], ['fxe5', 'Nd7\n'], ['Nxa5', 'Rc8'], ['Bf4', 'Nxe5'], ['Bxe5', 'Rc5'], ['Bxg7', 'Bxg7'], ['Nb3', 'Rg5'], ['Re2', 'h5'], ['Rd6', 'Be5\n'], ['Ra6', 'Rhg8'], ['Ra8+', 'Ke7'], ['Ra7+', 'Ke8'], ['Ra8+', 'Ke7'], ['Ra7+', 'Ke8'], ['g3', 'h4'], ['Ra8+', 'Ke7\n'], ['Ra7+', 'Ke8'], ['Ra8+', 'Ke7'], ['Rxg8', 'Rxg8'], ['gxh4', 'Rg4'], ['Nc5', 'Rxh4'], ['Nd3', 'Kd6'], ['Nxb4', 'f5\n'], ['Nd3', 'fxe4'], ['Nxe5', 'Kxe5'], ['Kc1', 'Kf4'], ['Kd2', 'Rh3'], ['Rf2+', 'Ke5'], ['Rg2', 'Kf4'], ['Rf2+', 'Ke5\n'], ['Rg2', 'Kf4'], ['b4', 'e3+'], ['Ke2', 'Rh8'], ['b5', 'Rc8'], ['Ke1', 'Kf3'], ['Rg3+', 'Kf4'], ['Rg2', 'Kf3\n'], ['Rg3+', 'Kf4'], ['Rg2', '']]",1/2-1/2
60th ch-RUS Superfinal,Moscow RUS,2007.12.28,9,"Vitiugov,N","Inarkiev,E",,,E74,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Be2', 'O-O'], ['Bg5', 'h6'], ['Be3', 'e5'], ['d5', 'c5'], ['g4', 'b5\n'], ['cxb5', 'a6'], ['bxa6', 'Qa5'], ['f3', 'Nxa6'], ['Qd2', 'Rb8'], ['h4', 'h5'], ['g5', 'Nd7'], ['Nh3', 'Rb4\n'], ['Nf2', 'f6'], ['gxf6', 'Bxf6'], ['Rc1', 'Qd8'], ['Rg1', 'Kh7'], ['Bg5', 'Bxg5'], ['hxg5', 'Nc7'], ['a3', 'Rd4\n'], ['Qe3', 'Nb6'], ['b4', 'cxb4'], ['axb4', 'Rxb4'], ['Na2', 'Rb2'], ['Nc3', 'Ba6'], ['Nfd1', 'Rb3'], ['Kf2', 'Qa8\n'], ['Ra1', 'Qb7'], ['Kg3', 'Nd7'], ['Rg2', 'Nc5'], ['Bxa6', 'N7xa6'], ['Rga2', 'Rf7'], ['Ra3', 'Rxa3'], ['Rxa3', 'Nb4\n'], ['Na4', 'Nc2'], ['Nxc5', 'Qe7'], ['Qc1', 'Nxa3'], ['Ne6', 'Nb5'], ['Nf2', 'Nc7'], ['Nxc7', 'Qxc7'], ['Qxc7', 'Rxc7\n'], ['Nd1', 'Kg7'], ['Ne3', 'h4+'], ['Kg4', 'Rf7'], ['Nc4', 'Rf4+'], ['Kh3', 'Rxf3+'], ['Kh2', 'Kf8'], ['Nxd6', 'Re3\n'], ['Kg2', 'Ke7'], ['Nb7', 'Rc3']]",0-1
60th ch-RUS Superfinal,Moscow RUS,2007.12.29,10,"Jakovenko,D","Vitiugov,N",,,C12,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['Bg5', 'Bb4'], ['e5', 'h6'], ['Be3', 'Ne4'], ['Qg4', 'g6'], ['a3', 'Bxc3+\n'], ['bxc3', 'c5'], ['Bd3', 'h5'], ['Qf4', 'g5'], ['Qf3', 'Nxc3'], ['dxc5', 'd4'], ['Bd2', 'Nc6'], ['Qf6', 'Qxf6\n'], ['exf6', 'g4'], ['Bxc3', 'dxc3'], ['Ne2', 'Ne5'], ['Be4', 'Rb8'], ['h3', 'Kd8'], ['Nxc3', 'Bd7'], ['a4', 'Rc8\n'], ['Bxb7', 'Rxc5'], ['Ne4', 'Rxc2'], ['hxg4', 'Kc7'], ['Rxh5', 'Rxh5'], ['gxh5', 'Kxb7'], ['h6', 'Bc6\n'], ['Nd6+', 'Kc7'], ['h7', 'Nd3+'], ['Kd1', 'Rxf2'], ['Ra3', 'Rxg2'], ['Rxd3', 'Rh2'], ['Nxf7', 'Bxa4+\n'], ['Ke1', 'Rxh7'], ['Ng5', 'Rh1+'], ['Kf2', 'Be8'], ['Nxe6+', 'Kc6'], ['Rd8', 'Rh6'], ['Nd4+', 'Kc5'], ['Rxe8', 'Kxd4\n'], ['Re6', 'Kd5'], ['Ra6', 'Ke5'], ['Rxa7', 'Rxf6+']]",1/2-1/2
60th ch-RUS Superfinal,Moscow RUS,2007.12.30,11,"Vitiugov,N","Rychagov,A",,,D35,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Be7'], ['cxd5', 'exd5'], ['Bf4', 'Nf6'], ['e3', 'Bf5'], ['Nf3', 'c6'], ['h3', 'Qb6\n'], ['Qc1', 'O-O'], ['g4', 'Bg6'], ['Ne5', 'Nbd7'], ['Nxg6', 'hxg6'], ['Bg2', 'Ne8'], ['g5', 'Bd6'], ['Bxd6', 'Nxd6\n'], ['Qc2', 'Qa5'], ['h4', 'Rfe8'], ['O-O-O', 'b5'], ['Kb1', 'Nb6'], ['h5', 'b4'], ['Ne2', 'gxh5'], ['g6', 'Nbc4\n'], ['Rxh5', 'f5'], ['Ng3', 'b3'], ['axb3', 'Rab8'], ['Rdh1', 'Kf8'], ['Nxf5', '']]",1-0
4th Open A,Moscow RUS,2008.02.02,1,"Vitiugov,N","Gagarin,V",,,D43,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['Qd3', 'dxc4'], ['Qxc4', 'b5'], ['Qd3', 'Be7'], ['e4', 'b4\n'], ['Na4', 'Ba6'], ['Qc2', 'Bxf1'], ['Rxf1', 'O-O'], ['Be3', 'Nfd7'], ['Nc5', 'Nxc5'], ['dxc5', 'Qa5'], ['b3', 'Nd7\n'], ['Rc1', 'Rab8'], ['Ke2', 'Qb5+'], ['Qc4', 'Bxc5'], ['Qxb5', 'Rxb5'], ['Rfd1', 'Bxe3'], ['Kxe3', 'Nb8\n'], ['Rd2', 'e5'], ['Ne1', 'g6'], ['Rdc2', 'f6'], ['Rc5', 'Rb6'], ['Nd3', 'Rf7'], ['h4', 'h5'], ['R1c4', 'Rfb7\n'], ['f3', 'Kf8'], ['g3', 'Ke8'], ['f4', 'exf4+'], ['gxf4', 'Kd8'], ['f5', 'Nd7'], ['fxg6', 'Nxc5'], ['Nxc5', 'Re7\n'], ['g7', 'Re8'], ['Rd4+', 'Kc8'], ['Rd7', 'Rb5'], ['Rf7', 'Rxc5'], ['Rf8', 'Rc3+'], ['Kf4', '']]",1-0
4th Open A,Moscow RUS,2008.02.03,2,"Kim,Alex","Vitiugov,N",,,B42,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'a6'], ['Bd3', 'Bc5'], ['Nb3', 'Be7'], ['c4', 'd6'], ['Nc3', 'b6\n'], ['Be3', 'Nd7'], ['Rc1', 'Bb7'], ['Bb1', 'Ngf6'], ['O-O', 'Rc8'], ['Qe2', 'O-O'], ['f4', 'Re8'], ['Nd2', 'Bf8\n'], ['g4', 'g6'], ['h3', 'Bg7'], ['Bf2', 'Nb8'], ['Nf3', 'Qc7'], ['Bd3', 'd5'], ['cxd5', 'Qxf4'], ['Kg2', 'Qc7\n'], ['Bg3', 'Qd8'], ['d6', 'Nfd7'], ['e5', 'Bxf3+'], ['Rxf3', 'Nc6'], ['Bxa6', 'Nd4'], ['Qe3', 'Nxf3'], ['Bxc8', 'Nfxe5\n'], ['Nb5', 'Nc5'], ['Bxe5', 'Qxc8'], ['Bxg7', 'Kxg7'], ['Nc7', 'Rf8'], ['b4', 'Qb7+'], ['Kg1', 'Nd7'], ['a4', 'e5\n'], ['a5', 'bxa5'], ['bxa5', '']]",1-0
4th Open A,Moscow RUS,2008.02.04,3,"Vitiugov,N","Ozolin,M",,,C11,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['e5', 'Nfd7'], ['f4', 'c5'], ['Nf3', 'Nc6'], ['Be3', 'cxd4'], ['Nxd4', 'Bc5\n'], ['Qd2', 'a6'], ['O-O-O', 'Nxd4'], ['Bxd4', 'O-O'], ['Qf2', 'Qc7'], ['Bd3', 'b5'], ['Rhf1', 'Bb7'], ['Qh4', 'g6\n'], ['Ne2', 'Rfc8'], ['g4', 'b4'], ['Rf3', 'Qd8'], ['Qxd8+', 'Rxd8'], ['Bxc5', 'Nxc5'], ['Nd4', 'a5'], ['h4', 'Ba6\n'], ['Bxa6', 'Nxa6'], ['h5', 'Rac8'], ['hxg6', 'hxg6'], ['f5', 'Nc5'], ['Rh1', 'exf5'], ['gxf5', 'f6'], ['fxg6', 'Kg7\n'], ['Nf5+', '']]",1-0
4th Open A,Moscow RUS,2008.02.05,4,"Looshnikov,N","Vitiugov,N",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['exd5', 'exd5'], ['Nf3', 'Nc6'], ['Bb5', 'Bd6'], ['c4', 'dxc4'], ['d5', 'a6'], ['Ba4', 'b5\n'], ['dxc6', 'bxa4'], ['O-O', 'Ne7'], ['Qxa4', 'Be6'], ['Ng5', 'Bd5'], ['Nc3', 'Bxc6'], ['Qxc4', 'O-O'], ['Nge4', 'Rb8\n'], ['Qxa6', 'Rb4'], ['Re1', 'Be5'], ['Ng3', '']]",1/2-1/2
4th Open A,Moscow RUS,2008.02.06,5,"Vitiugov,N","Ulko,J",,,E14,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'Bb4+'], ['Nbd2', 'b6'], ['a3', 'Bxd2+'], ['Qxd2', 'Bb7'], ['e3', 'O-O'], ['Be2', 'd6\n'], ['O-O', 'a5'], ['b3', 'Nbd7'], ['Bb2', 'Ne4'], ['Qc2', 'f5'], ['Rad1', 'Qe7'], ['d5', 'e5'], ['Ne1', 'Qg5\n'], ['Bc1', 'Qg6'], ['f3', 'Nef6'], ['f4', 'Ng4'], ['h3', 'Nh6'], ['Nf3', 'Rad8'], ['b4', 'axb4'], ['axb4', 'Bc8\n'], ['Bb2', 'Qg3'], ['Bc3', 'Nf6'], ['Qb2', 'Nf7'], ['Ra1', 'Nh5'], ['Be1', 'Qg6'], ['Nh4', 'Qh6'], ['Ra8', 'g6\n'], ['g3', 'Nf6'], ['Bf3', '']]",1/2-1/2
4th Open A,Moscow RUS,2008.02.07,6,"Sitnikov,A","Vitiugov,N",,,B55,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['f3', 'e5'], ['Bb5+', 'Nbd7'], ['Nf5', 'd5'], ['exd5', 'a6\n'], ['Ba4', 'b5'], ['Bb3', 'Nb6'], ['Ne3', 'Bc5'], ['Nc3', 'O-O'], ['O-O', 'Bf5'], ['Kh1', 'Bg6'], ['Re1', 'Re8\n'], ['Ng4', 'Nxg4'], ['fxg4', 'Rc8'], ['Ne4', 'Nc4'], ['Bxc4', 'bxc4'], ['d6', 'Qd7'], ['Nxc5', 'Rxc5'], ['b3', 'cxb3\n'], ['cxb3', 'Rc2'], ['Ba3', 'h6'], ['h3', 'f6'], ['Re2', 'Rc6'], ['Rc1', 'Rec8'], ['Rxc6', 'Rxc6'], ['Qd5+', 'Bf7\n'], ['Qe4', 'Be8'], ['Kh2', 'Qc8'], ['h4', 'Bd7'], ['g5', 'Bf5'], ['Qe3', 'hxg5'], ['hxg5', 'Rc2'], ['Rxc2', 'Qxc2\n'], ['g6', 'Bxg6'], ['Qh3', 'Qd2'], ['Qe6+', 'Kh7'], ['Qh3+', 'Kg8'], ['Qe6+', 'Kh7'], ['Qh3+', '']]",1/2-1/2
4th Open A,Moscow RUS,2008.02.08,7,"Vitiugov,N","Sergienko,S",,,A56,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'e5'], ['Nc3', 'd6'], ['e4', 'Be7'], ['Bd3', 'Nbd7'], ['Nf3', 'Nf8'], ['Be3', 'Ng6\n'], ['g3', 'h5'], ['h4', 'Bg4'], ['Be2', 'a6'], ['Nh2', 'Bxe2'], ['Qxe2', 'Rb8'], ['a4', 'Qd7'], ['Bd2', 'Bd8\n'], ['a5', 'b6'], ['axb6', 'Rxb6'], ['Ra2', 'Ng4'], ['Nf1', 'f5'], ['f3', 'Nf6'], ['exf5', 'Qxf5'], ['Ne3', 'Qd7\n'], ['Ne4', 'O-O'], ['Ng5', 'Re8'], ['Ne6', 'Rb3'], ['Bc3', 'Nf8'], ['Nxd8', 'Rxd8'], ['Rxa6', 'Rb7'], ['O-O', 'Ng6\n'], ['Qc2', 'Qf7'], ['Kg2', 'Ne8'], ['Qf5', 'Qxf5'], ['Nxf5', 'Rf7'], ['Ne3', 'Ne7'], ['f4', 'exf4'], ['Rxf4', 'Rxf4\n'], ['gxf4', 'Rd7'], ['Kf3', 'Kf7'], ['f5', 'Ng8'], ['Nf1', 'Ngf6'], ['Ng3', 'Re7'], ['Kf4', 'Ng4'], ['Ne4', '']]",1-0
XXIV Open,Cappelle La Grande FRA,2008.02.16,1,"Larino Nieto,D","Vitiugov,N",,,B23,"[['e4', 'c5'], ['Nc3', 'e6'], ['g3', 'a6'], ['a4', 'Nc6'], ['Bg2', 'Nf6'], ['d3', 'Be7'], ['Nge2', 'Rb8'], ['d4', 'cxd4\n'], ['Nxd4', 'Qc7'], ['O-O', 'd6'], ['Nce2', 'O-O'], ['c4', 'Nxd4'], ['Qxd4', 'e5'], ['Qd3', 'Be6'], ['b3', 'b5\n'], ['cxb5', 'axb5'], ['axb5', 'Rfc8'], ['Rd1', 'Qb6'], ['Ba3', 'Ng4'], ['Qf3', 'Rc2'], ['h3', 'h5'], ['Bf1', 'Rbc8\n'], ['Bb4', 'Nf6'], ['Ba5', 'Qb7'], ['Nc3', 'Rb2'], ['Rab1', 'Rxb3'], ['Rxb3', 'Bxb3'], ['Rb1', 'Bc2'], ['Rc1', 'Qa7\n'], ['Rxc2', 'Qxa5'], ['Qd3', 'Kf8'], ['Nd5', 'Rxc2'], ['Qxc2', 'Nxd5'], ['exd5', 'Bd8'], ['Qc6', 'Ke7'], ['Qa6', 'Qc7\n'], ['h4', 'g6'], ['Bh3', 'f5'], ['Bf1', 'Qb8'], ['Qa2', 'Kf7'], ['Qd2', 'Qa7'], ['Qh6', 'Bf6'], ['Qe3', 'Qxe3\n'], ['fxe3', 'Bd8'], ['e4', 'Bb6+'], ['Kg2', 'fxe4'], ['g4', 'hxg4'], ['Kg3', 'Kf6'], ['Kxg4', 'Ba5'], ['Bg2', 'e3\n'], ['Bf1', 'Kg7'], ['Be2', 'Bd8'], ['h5', 'gxh5+'], ['Kxh5', 'Kf6'], ['Kg4', 'Bb6']]",1/2-1/2
XXIV Open,Cappelle La Grande FRA,2008.02.17,2,"Vitiugov,N","Petkevich,J",,,B90,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Be3', 'e5'], ['Nb3', 'Be6'], ['f4', 'Qc7\n'], ['Qd2', 'Nbd7'], ['O-O-O', 'Be7'], ['Kb1', 'O-O'], ['h3', 'b5'], ['g4', 'exf4'], ['Bxf4', 'Ne5'], ['Nd5', 'Bxd5\n'], ['exd5', 'Nc4'], ['Qg2', 'Nd7'], ['g5', 'Nde5'], ['Bd3', 'Rfe8'], ['h4', 'Bf8'], ['h5', 'Nxd3'], ['Rxd3', 'Qe7\n'], ['g6', 'Qe4'], ['gxf7+', 'Kxf7'], ['Qxe4', 'Rxe4'], ['Rf1', 'Kg8'], ['Nd4', 'Be7'], ['Ne6', 'Bf6'], ['Bc1', 'h6\n'], ['b3', 'Ne5'], ['Rg3', 'Kh7'], ['Rfg1', 'Rg8'], ['Bf4', 'b4'], ['Re3', 'Rxe3'], ['Bxe3', 'Rc8'], ['Rf1', 'Nd7\n'], ['Kc1', 'a5'], ['Bd4', 'Ne5'], ['Kd2', '']]",1-0
XXIV Open,Cappelle La Grande FRA,2008.02.18,3,"Tunik,G","Vitiugov,N",,,E90,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'd6'], ['Nc3', 'g6'], ['e4', 'Bg7'], ['Nf3', 'O-O'], ['Bd3', 'Bg4'], ['h3', 'Bxf3\n'], ['Qxf3', 'Nfd7'], ['Qd1', 'Na6'], ['O-O', 'e6'], ['Be2', 'Nf6'], ['Rb1', 'Re8'], ['dxe6', 'Rxe6'], ['Bf3', 'Nb4\n'], ['e5', 'dxe5'], ['Bxb7', 'Rb8']]",1/2-1/2
XXIV Open,Cappelle La Grande FRA,2008.02.18,4,"Vitiugov,N","Kasparov,S",,,C41,"[['d4', 'Nf6'], ['Nc3', 'd6'], ['e4', 'e5'], ['Nf3', 'Nbd7'], ['Be2', 'Be7'], ['g4', 'h6'], ['Rg1', 'c6'], ['a4', 'Qc7\n'], ['Be3', 'Nf8'], ['h3', 'Ng6'], ['Qd2', 'Bd7'], ['a5', 'Nh7'], ['Bc4', 'Ng5'], ['Rg3', 'Ne6'], ['Ne2', 'h5\n'], ['Rg1', 'hxg4'], ['hxg4', 'Rh3'], ['Ng3', 'Nef4'], ['Bf1', 'Bxg4'], ['Bxh3', 'Nxh3'], ['Rh1', 'Nhf4\n'], ['Ng1', 'Ng2+'], ['Kf1', 'Nxe3+'], ['Qxe3', 'a6'], ['Nf5', 'Bf6'], ['f3', 'Bxf5'], ['exf5', 'Nf8'], ['dxe5', 'dxe5\n'], ['Ne2', 'O-O-O'], ['Ng3', 'e4'], ['Nxe4', 'Bxb2'], ['Rb1', 'Bd4'], ['Qb3', 'g6'], ['f6', 'Ne6'], ['Rh7', 'Kb8\n'], ['c3', 'Be3'], ['Ke2', 'Ba7'], ['Qxe6', 'fxe6'], ['Rxc7', 'Kxc7'], ['Rh1', 'Rd5'], ['Rh7+', 'Kd8'], ['Rh8+', '']]",1-0
