Kautsky mem9,Prague,1934.??.??,12,"Opocensky, Karel","Karjakin, Sergei",,,D02,"[['d4', 'd5'], ['Nf3', 'c6'], ['e3', 'e6'], ['Bd3', 'Nd7'], ['Nbd2', 'f5'], ['c4', 'Qf6'], ['Rb1', 'a5'], ['b3', 'Bd6'], ['Bb2', 'Nh6\n'], ['Qc2', 'O-O'], ['Nf1', 'g6'], ['Ng3', 'Ng4'], ['Ne2', 'Nh6'], ['Bc3', 'Bc7'], ['b4', 'axb4'], ['Bxb4', 'Re8\n'], ['Nc3', 'Nb6'], ['O-O', 'Nxc4'], ['Bxc4', 'dxc4'], ['e4', 'b5'], ['a4', 'Bd7'], ['e5', 'Qg7'], ['axb5', 'cxb5\n'], ['d5', 'Bxe5'], ['Rfe1', 'Nf7'], ['Qd2', 'exd5'], ['Nxd5', 'Bc6'], ['Nxe5', 'Nxe5'], ['f4', 'Rad8'], ['Ne7+', 'Qxe7\n'], ['Bxe7', 'Rxd2'], ['Rxe5', 'Rxg2+'], ['Kf1', 'Rxh2'], ['Rb4', 'Ra8']]",0-1
5th FIDE GP,Jermuk ARM,2009.08.20,10,"Ivanchuk,V","Karjakin,Sergey",,,D30,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Bg5', 'h6'], ['Bxf6', 'Qxf6'], ['Nbd2', 'Be7'], ['a3', 'c5'], ['e4', 'cxd4\n'], ['cxd5', 'exd5'], ['exd5', 'O-O'], ['Ne4', 'Qf4'], ['Qxd4', 'Re8'], ['Be2', 'Bxa3'], ['Rxa3', 'Rxe4'], ['Qd2', 'Nd7\n'], ['Qxf4', 'Rxf4'], ['O-O', 'Rb4'], ['b3', 'Nf6'], ['Rd1', 'Bf5'], ['Nd4', 'Be4'], ['d6', 'a6'], ['Bf3', 'Rd8\n'], ['Bxe4', 'Nxe4'], ['Nf5', 'Rb5'], ['f3', 'Nc3'], ['Ne7+', 'Kf8'], ['Rd3', 'Ne2+'], ['Kf2', 'Nc1'], ['Rd1', 'Nxb3\n'], ['g4', 'g6'], ['h4', 'Nc5'], ['Rc3', 'Ne6'], ['Re3', 'Kg7'], ['Kg3', 'Rb6'], ['Red3', 'a5'], ['h5', 'a4'], ['hxg6', 'fxg6\n'], ['d7', 'Ra6'], ['Nc8', 'a3'], ['Ra1', 'a2'], ['Rd2', 'b5'], ['Raxa2', 'Rxa2'], ['Rxa2', 'Rxd7'], ['Ra6', 'Nd4\n'], ['Rb6', 'Ne2+'], ['Kf2', 'Nc3'], ['Kg3', 'Rd3'], ['Na7', 'Rd5'], ['Kf2', 'h5'], ['Kg3', 'Ne2+'], ['Kf2', 'Nd4\n'], ['Kg3', 'Kh6'], ['Rb8', 'Kg5'], ['f4+', 'Kh6'], ['Rb6', 'Ne2+'], ['Kf3', 'Nc3'], ['Kg3', 'Rd3+'], ['Kh4', 'Nd5\n'], ['Rd6', 'Nxf4'], ['g5+', 'Kg7'], ['Rxd3', 'Nxd3'], ['Nxb5', 'Kf7'], ['Nd4', 'Ke7'], ['Kg3', 'Kd6'], ['Nf3', 'Kd5\n'], ['Nh4', 'Ne5'], ['Kf4', 'Kd4'], ['Ng2', 'Nd3+'], ['Kf3', 'Ke5'], ['Nh4', 'Nf4'], ['Ke3', 'Nd5+'], ['Kf2', 'Ne7\n'], ['Kf3', 'Kd4'], ['Kf4', 'Kd5'], ['Nf3', 'Nf5'], ['Ne5', 'Nh4'], ['Nf7', 'Ke6'], ['Nh8', 'Ke7'], ['Kg3', 'Kf8\n'], ['Kxh4', 'Kg7'], ['Nxg6', 'Kxg6'], ['Kg3', 'Kxg5']]",1/2-1/2
5th FIDE GP,Jermuk ARM,2009.08.21,11,"Karjakin,Sergey","Alekseev,Evgeny",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['d4', 'd5'], ['Bd3', 'Bd6'], ['O-O', 'O-O'], ['c4', 'c6\n'], ['Re1', 'Re8'], ['Nc3', 'Nxc3'], ['bxc3', 'Rxe1+'], ['Qxe1', 'h6'], ['c5', 'Bc7'], ['Ne5', 'Nd7'], ['f4', 'Nf6\n'], ['f5', 'Ne4'], ['Bxe4', 'dxe4'], ['Qg3', 'Bxf5'], ['Bxh6', 'Qf6'], ['Bf4', 'Qe6'], ['Rf1', 'Bxe5'], ['Bxe5', 'f6\n'], ['Bf4', 'Re8'], ['Be3', 'Kf7'], ['c4', 'Bg6'], ['Rc1', 'Bh5'], ['Qf2', 'Kg8'], ['a4', 'Re7'], ['a5', 'a6\n'], ['h3', 'Bf7'], ['Qg3', 'Kh7'], ['Rc3', 'Qd7'], ['Kh2', 'Qd8'], ['Qd6', 'Rd7'], ['Qf4', 'Qxa5'], ['Qxe4+', 'Kg8\n'], ['Rc1', 'Qd8'], ['Qg4', 'Qe8'], ['Rc3', 'Qe6'], ['Qxe6', 'Bxe6'], ['h4', 'Kh7'], ['Kg3', 'g5'], ['hxg5', 'fxg5\n'], ['d5', 'cxd5'], ['cxd5', 'Rxd5'], ['Rb3', 'Rd7'], ['Rb6', 'Bd5'], ['Rd6', 'Bc6'], ['Rxd7+', 'Bxd7'], ['Bxg5', '']]",1/2-1/2
5th FIDE GP,Jermuk ARM,2009.08.22,12,"Cheparinov,I","Karjakin,Sergey",,,E15,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Ba6'], ['b3', 'Bb4+'], ['Bd2', 'Be7'], ['Bg2', 'c6'], ['Bc3', 'd5\n'], ['Ne5', 'Nfd7'], ['Nxd7', 'Nxd7'], ['Nd2', 'O-O'], ['O-O', 'Rc8'], ['e4', 'c5'], ['exd5', 'exd5'], ['dxc5', 'dxc4\n'], ['cxb6', 'Nxb6'], ['Re1', 'cxb3'], ['Qxb3', 'Re8'], ['Rad1', 'Bf8'], ['Nf1', 'Qc7'], ['Rxe8', 'Rxe8\n'], ['Ne3', 'Bb7'], ['Bxb7', 'Qxb7'], ['Qb5', 'Rc8'], ['Bd4', 'Rd8'], ['Bxb6', 'Rxd1+'], ['Nxd1', 'axb6\n'], ['Nb2', 'Qe4'], ['Na4', 'Qe1+'], ['Kg2', 'Qe4+'], ['Kg1', 'Qe1+'], ['Kg2', 'Qe4+'], ['Kg1', '']]",1/2-1/2
5th FIDE GP,Jermuk ARM,2009.08.23,13,"Karjakin,Sergey","Kamsky,G",,,B12,"[['e4', 'c6'], ['d4', 'd5'], ['e5', 'Bf5'], ['Nd2', 'e6'], ['Nb3', 'c5'], ['dxc5', 'Bxc5'], ['Nxc5', 'Qa5+'], ['c3', 'Qxc5\n'], ['Qa4+', 'Nc6'], ['Nf3', 'Ne7'], ['Be3', 'Qa5'], ['Qxa5', 'Nxa5'], ['Nd4', 'Nac6'], ['f4', 'Nxd4'], ['Bxd4', 'Nc6\n'], ['Bc5', 'Rc8'], ['Bd6', 'f6'], ['Be2', 'Kf7'], ['O-O', 'Na5'], ['b3', 'b6'], ['Rac1', 'Nb7'], ['Ba3', 'Nc5\n'], ['Rfd1', 'Rhd8'], ['Rd4', 'g5'], ['exf6', 'g4'], ['c4', 'Ne4'], ['cxd5', 'Rxc1+'], ['Bxc1', 'exd5'], ['Bb2', 'Nxf6\n'], ['Rd1', 'Rc8'], ['Bxf6', 'Kxf6'], ['Rxd5', 'Rc1+'], ['Bf1', 'h5'], ['Rd2', 'h4'], ['g3', 'hxg3'], ['hxg3', 'Rc3\n'], ['Kh2', 'Be4'], ['Bg2', 'Bxg2'], ['Kxg2', 'a5'], ['Rd6+', 'Kf5'], ['Rd5+', 'Kf6'], ['Rd6+', 'Kf5'], ['Rd5+', '']]",1/2-1/2
2nd Grand Slam Masters,Bilbao ESP,2009.09.06,1,"Karjakin,Sergey","Shirov,A",,,B78,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6'], ['Be3', 'Bg7'], ['f3', 'Nc6'], ['Qd2', 'O-O\n'], ['Bc4', 'Bd7'], ['O-O-O', 'Rc8'], ['Bb3', 'Nxd4'], ['Bxd4', 'b5'], ['Nd5', 'Nxd5'], ['Bxg7', 'Kxg7'], ['exd5', 'a5\n'], ['a3', 'Kg8'], ['Rhe1', 'Rc5'], ['g4', 'b4'], ['axb4', 'axb4'], ['Qxb4', 'Qa8'], ['Kd2', 'Rb8'], ['Ra1', 'Rxd5+\n'], ['Ke3', 'Re5+'], ['Kd2', '']]",1/2-1/2
2nd Grand Slam Masters,Bilbao ESP,2009.09.07,2,"Aronian,L","Karjakin,Sergey",,,E55,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'O-O'], ['Bd3', 'c5'], ['Nf3', 'd5'], ['O-O', 'dxc4'], ['Bxc4', 'Nbd7\n'], ['Qe2', 'b6'], ['Rd1', 'cxd4'], ['exd4', 'Bb7'], ['d5', 'Bxc3'], ['dxe6', 'Bxf3'], ['gxf3', 'fxe6'], ['bxc3', 'Qc7\n'], ['Ba3', 'Nc5'], ['Rd4', 'Kh8'], ['Re1', 'Rac8'], ['Qe5', 'Qf7'], ['Bc1', 'Nd5'], ['Bxd5', 'exd5'], ['Qxd5', 'Qxf3\n'], ['Qxf3', 'Rxf3'], ['Re7', 'Rxc3'], ['Be3', 'Ra3'], ['Rg4', 'h5'], ['Rg5', 'h4'], ['Bd4', 'Kh7'], ['Rgxg7+', 'Kh6\n'], ['Bb2', '']]",1-0
2nd Grand Slam Masters,Bilbao ESP,2009.09.08,3,"Karjakin,Sergey","Grischuk,A",,,C92,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['h3', 'Bb7'], ['d4', 'Re8'], ['Nbd2', 'Bf8'], ['a3', 'h6'], ['d5', 'Nb8'], ['Nh2', 'Nbd7'], ['Qf3', 'Qc8\n'], ['Ndf1', 'c6'], ['dxc6', 'Qxc6'], ['Ng4', 'Re7'], ['Ng3', 'd5'], ['exd5', 'Nxd5'], ['Nf5', 'Re6'], ['Qg3', 'Kh8\n'], ['Be3', 'h5'], ['Rad1', 'Nxe3'], ['Ngxe3', 'Rg6'], ['Qh2', 'Rf6'], ['Bd5', 'Qc8'], ['Qg3', 'g6'], ['Qg5', 'Bg7\n'], ['Ne7', 'Qc7'], ['Ng4', 'Rf4'], ['Nh6', 'Rf8'], ['Nxf7+', 'R4xf7'], ['Nxg6+', 'Kh7'], ['Qxh5+', 'Bh6\n'], ['Bxf7', 'Rxf7'], ['Rxd7', 'Rxd7'], ['Nf8+', 'Kg7'], ['Ne6+', '']]",1-0
2nd Grand Slam Masters,Bilbao ESP,2009.09.10,4,"Shirov,A","Karjakin,Sergey",,,C92,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'O-O'], ['c3', 'd6\n'], ['h3', 'Bb7'], ['d4', 'Re8'], ['Ng5', 'Rf8'], ['Nf3', 'Re8'], ['Nbd2', 'Bf8'], ['a4', 'h6'], ['Bc2', 'exd4\n'], ['cxd4', 'Nb4'], ['Bb1', 'c5'], ['d5', 'Nd7'], ['Ra3', 'c4'], ['axb5', 'axb5'], ['Nd4', 'Rxa3'], ['bxa3', 'Nd3\n'], ['Bxd3', 'cxd3'], ['Nxb5', 'Qa5'], ['Nd4', 'Qc3'], ['Nf5', 'Nc5'], ['f3', 'Bxd5'], ['exd5', 'Rxe1+'], ['Qxe1', 'Nb3\n'], ['Qe8', 'Qxc1+'], ['Kh2', 'Nxd2'], ['Ne7+', 'Kh7'], ['Qxf8', 'Nf1+'], ['Kh1', 'Ng3+'], ['Kh2', 'Nf1+\n'], ['Kh1', '']]",1/2-1/2
2nd Grand Slam Masters,Bilbao ESP,2009.09.11,5,"Grischuk,A","Karjakin,Sergey",,,C92,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['h3', 'Bb7'], ['d4', 'Re8'], ['Nbd2', 'Bf8'], ['a4', 'h6'], ['Bc2', 'exd4'], ['cxd4', 'Nb4'], ['Bb1', 'c5\n'], ['d5', 'Nd7'], ['Ra3', 'c4'], ['axb5', 'axb5'], ['Nd4', 'Rxa3'], ['bxa3', 'Nd3'], ['Bxd3', 'cxd3'], ['Bb2', 'Qa5\n'], ['Nf5', 'g6'], ['Ne3', 'Ne5'], ['Nb3', 'Qa4'], ['Bxe5', 'Rxe5'], ['Ng4', 'Re7'], ['Nf6+', 'Kh8'], ['Qxd3', 'Bg7\n'], ['Qf3', 'Qxa3'], ['Re2', 'Qa8'], ['Rc2', 'Qd8'], ['Qf4', 'Re5'], ['Ng4', 'Re7'], ['Nxh6', 'Qf8'], ['Ng4', 'f5\n'], ['exf5', 'Qxf5'], ['Qxf5', 'Re1+'], ['Kh2', 'gxf5'], ['Ne3', 'Be5+'], ['g3', 'f4'], ['gxf4', 'Bxf4+\n'], ['Kg2', 'Bxe3'], ['fxe3', 'Rxe3'], ['Nd4', 'Rd3'], ['Nxb5', 'Rxd5'], ['Nxd6', 'Rxd6+'], ['Kg3', 'Bc6\n'], ['Kf4', 'Kg7'], ['Rc5', 'Be8'], ['Ke5', 'Rh6'], ['Rc3', 'Rh5+'], ['Kd6', 'Bg6'], ['Re3', 'Bf5'], ['Ke5', 'Bc8+\n'], ['Kd4', 'Kf6'], ['h4', 'Bf5'], ['Rb3', 'Be6'], ['Rb4', 'Rxh4+'], ['Kc3', 'Rh1'], ['Kd4', 'Rd1+'], ['Ke4', 'Bd5+\n'], ['Kf4', 'Rf1+'], ['Ke3', 'Ke5'], ['Ke2', 'Rh1'], ['Kd2', 'Be4'], ['Rb5+', 'Kf4'], ['Rb3', 'Rh2+'], ['Kc3', 'Rh8\n'], ['Kc4', 'Rc8+'], ['Kd4', 'Rd8+'], ['Kc3', 'Bd3'], ['Rb4+', 'Ke3'], ['Rb2', 'Rc8+'], ['Kb3', 'Kd4'], ['Kb4', 'Rc6\n'], ['Kb3', 'Rc1'], ['Rd2', 'Rc8'], ['Rb2', 'Bc4+'], ['Kb4', 'Kd3'], ['Rh2', 'Rb8+'], ['Kc5', 'Rb5+'], ['Kd6', 'Rg5\n'], ['Rh3+', 'Kd4'], ['Rh4+', 'Kc3'], ['Rh3+', 'Kb4'], ['Rh7', 'Rd5+'], ['Ke7', 'Kc5'], ['Rg7', 'Rh5'], ['Kf6', 'Kd6\n'], ['Rg5', 'Rh4'], ['Rg7', 'Be6'], ['Kg5', 'Rg4+'], ['Kf6', 'Rf4+'], ['Kg5', 'Rf2'], ['Kg6', 'Ke5'], ['Kg5', 'Bf7\n'], ['Kh6', 'Kf6'], ['Rg6+', 'Bxg6']]",1/2-1/2
2nd Grand Slam Masters,Bilbao ESP,2009.09.12,6,"Karjakin,Sergey","Aronian,L",,,C69,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Bxc6', 'dxc6'], ['O-O', 'Be7'], ['d3', 'f6'], ['Be3', 'Bg4'], ['Nbd2', 'Qd7\n'], ['b4', 'g5'], ['Qb1', 'Nh6'], ['d4', 'Nf7'], ['dxe5', 'fxe5'], ['Qb2', 'Qe6'], ['Rfb1', 'Bxf3'], ['Nxf3', 'g4\n'], ['Nd2', 'h5'], ['a4', 'Nd6'], ['c4', 'O-O'], ['c5', 'Nf7'], ['Qb3', 'Qxb3'], ['Rxb3', 'Bg5'], ['Nc4', 'Rad8\n'], ['Na5', 'Bxe3'], ['Rxe3', 'Rd2'], ['Nxb7', 'Rb8'], ['Na5', 'Rxb4'], ['h3', 'Nd8'], ['hxg4', 'hxg4'], ['Nb3', 'Rc2\n'], ['Rd1', 'Ne6'], ['Rd7', 'Kf8'], ['Rh7', 'Rcc4'], ['Rh6', 'Ke7'], ['Rh7+', 'Kf8'], ['Rh6', 'Ke7'], ['Rh7+', '']]",1/2-1/2
25th ECC,Ohrid MKD,2009.10.04,1,"Karjakin,Sergey","Chatalbashev,B",,,B09,"[['e4', 'g6'], ['d4', 'Bg7'], ['Nc3', 'd6'], ['f4', 'Nf6'], ['Nf3', 'O-O'], ['Bd3', 'Na6'], ['O-O', 'c5'], ['d5', 'Bg4\n'], ['Bc4', 'Nc7'], ['h3', 'Bxf3'], ['Qxf3', 'a6'], ['a4', 'b6'], ['Qd3', 'e6'], ['Be3', 'exd5'], ['exd5', 'Nd7\n'], ['Bf2', 'f5'], ['Rfe1', 'Nf6'], ['Bh4', 'Qd7'], ['Re6', 'b5'], ['axb5', 'axb5'], ['Rxa8', 'Rxa8'], ['Nxb5', 'Nxe6\n'], ['dxe6', 'Qe7'], ['Qxd6', 'Qxd6'], ['Nxd6', 'Kf8'], ['Bf2', 'Ra5'], ['Nc8', 'Ke8'], ['Bh4', 'Kd8'], ['e7+', 'Kd7\n'], ['Bf7', 'Ra1+'], ['Kh2', 'Kxc8'], ['Bxf6', 'Re1'], ['Be5', '']]",1-0
25th ECC,Ohrid MKD,2009.10.05,2,"Karjakin,Sergey","Akopian,Vl",,,C67,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'Nd6'], ['Bxc6', 'dxc6'], ['dxe5', 'Nf5'], ['Qxd8+', 'Kxd8\n'], ['Nc3', 'Ke8'], ['h3', 'h5'], ['Rd1', 'Be7'], ['g3', 'Be6'], ['Ng5', 'Rh6'], ['Bf4', 'Bxg5'], ['Bxg5', 'Rg6\n'], ['Bf4', 'Ne7'], ['Kh2', 'Bf5'], ['Rd2', 'Rd8'], ['Rad1', 'Rxd2'], ['Rxd2', 'Re6'], ['Ne2', 'c5'], ['f3', 'Nc6\n'], ['g4', '']]",1/2-1/2
25th ECC,Ohrid MKD,2009.10.06,3,"Wiedenkeller,M","Karjakin,Sergey",,,D45,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'c6'], ['e3', 'a6'], ['b3', 'Bb4'], ['Bd2', 'O-O'], ['Bd3', 'Nbd7\n'], ['O-O', 'Bd6'], ['e4', 'dxc4'], ['Bxc4', 'e5'], ['Bg5', 'b5'], ['Be2', 'h6'], ['Bh4', 'Re8'], ['Rc1', 'Bb7\n'], ['dxe5', 'Nxe5'], ['Nd4', 'Ng6'], ['Bg3', 'Bxg3'], ['hxg3', 'Nxe4'], ['Bf3', 'Nxc3'], ['Rxc3', 'Ne5\n'], ['Nxc6', 'Nxf3+'], ['gxf3', 'Qc7'], ['Qc2', 'Rac8'], ['Rc1', 'Qd6'], ['b4', 'Qf6'], ['Kg2', 'Rc7'], ['Rc5', 'Re6\n'], ['Nd4', 'Rxc5'], ['Qxc5', 'Rd6'], ['Qc7', 'Bd5'], ['Qc8+', 'Rd8'], ['Qc3', 'Bxa2'], ['Nc6', 'Rd6'], ['Qxf6', 'Rxf6\n'], ['g4', 'Bc4'], ['Ne5', 'Re6'], ['Nd7', 'Rc6'], ['Rd1', 'Be6'], ['Nc5', 'Bc8'], ['Rd8+', 'Kh7'], ['Ne4', 'Kg6\n'], ['Kg3', 'Be6'], ['Nc5', 'Kf6'], ['f4', 'Bc8'], ['Re8', 'g6'], ['Ne4+', 'Kg7'], ['g5', 'Re6'], ['Nf6', 'hxg5\n'], ['fxg5', 'Rxe8'], ['Nxe8+', 'Kf8'], ['Nd6', 'Be6'], ['Kf4', 'Ke7'], ['Ke5', 'Kd7'], ['Nb7', 'Kc6'], ['Na5+', 'Kc7\n'], ['Kd4', 'Ba2'], ['Ke5', 'Kd7'], ['Nb7', 'Kc6'], ['Na5+', 'Kc7'], ['f4', 'Kd7'], ['Nb7', 'Kc6'], ['Na5+', 'Kc7\n'], ['Kd4', 'Kd6'], ['Nb7+', 'Kc7'], ['Na5', 'Bb1'], ['Ke5', 'Bf5'], ['Nb3', 'Bg4'], ['Nc5', 'Be6']]",1/2-1/2
25th ECC,Ohrid MKD,2009.10.08,5,"Vitiugov,N","Karjakin,Sergey",,,E55,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'O-O'], ['Bd3', 'c5'], ['Nf3', 'd5'], ['O-O', 'dxc4'], ['Bxc4', 'Nbd7\n'], ['Qe2', 'b6'], ['dxc5', 'Bxc3'], ['c6', 'Bb4'], ['cxd7', 'Qxd7'], ['Rd1', 'Qc7'], ['a3', 'Be7'], ['Bd2', 'Bb7\n'], ['Rac1', 'Rad8'], ['Bxe6', 'Bxf3'], ['gxf3', 'Qe5'], ['Bc4', 'Qxb2'], ['a4', 'Qa3'], ['a5', 'Bb4']]",1/2-1/2
25th ECC,Ohrid MKD,2009.10.09,6,"Karjakin,Sergey","Wegerle,J",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'Bc5'], ['c3', 'd6'], ['O-O', 'O-O'], ['Nbd2', 'a6'], ['Ba4', 'Ba7\n'], ['h3', 'h6'], ['Re1', 'Ne7'], ['Nf1', 'Ng6'], ['Ng3', 'c6'], ['d4', 'Nh7'], ['Be3', 'Ng5'], ['Nxg5', 'hxg5\n'], ['Nf5', 'Qf6'], ['Qg4', 'Nf4'], ['g3', 'g6'], ['Bc2', 'exd4'], ['cxd4', 'gxf5'], ['exf5', 'Nd5'], ['h4', 'Nxe3\n'], ['fxe3', 'Qg6'], ['Re2', 'gxh4'], ['Qf4', 'Qf6'], ['Rh2', 'Rd8'], ['Rxh4', 'Bxf5'], ['Bxf5', 'Kf8'], ['Rh6', 'Qg7\n'], ['Qh4', '']]",1-0
25th ECC,Ohrid MKD,2009.10.10,7,"Fedorchuk,S","Karjakin,Sergey",,,C92,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['h3', 'Re8'], ['d4', 'Bb7'], ['Ng5', 'Rf8'], ['Nf3', 'Re8'], ['Nbd2', 'Bf8'], ['d5', 'Nb8'], ['Nf1', 'Nbd7\n'], ['N3h2', 'Nc5'], ['Bc2', 'c6'], ['b4', 'Ncd7'], ['dxc6', 'Bxc6'], ['Bg5', 'Qc7'], ['Bxf6', 'Nxf6'], ['Ng4', 'Nxg4\n'], ['hxg4', 'Be7'], ['Qf3', 'Bg5'], ['Bb3', '']]",1/2-1/2
World Blitz,Moscow RUS,2009.11.16,1,"Kosteniuk,A","Karjakin,Sergey",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'Bc5'], ['c3', 'O-O'], ['O-O', 'd6'], ['h3', 'Re8'], ['Ba4', 'b5\n'], ['Nbd2', 'Be6'], ['Bc2', 'h6'], ['Re1', 'Bb6'], ['Nf1', 'd5'], ['Be3', 'Bxe3'], ['Nxe3', 'Qd6'], ['Qe2', 'd4\n'], ['Nf1', 'Rad8'], ['Ng3', 'dxc3'], ['bxc3', 'Qc5'], ['Qd2', 'Rd7'], ['Nh4', 'b4'], ['cxb4', 'Nxb4'], ['Rec1', 'Nxa2\n'], ['Rxa2', 'Bxa2'], ['Ba4', 'Rxd3'], ['Rxc5', 'Rxd2'], ['Bxe8', 'Nxe8'], ['Rxe5', 'Be6'], ['f4', 'Nd6\n'], ['Rc5', 'Nb5'], ['Nf3', 'Rd3'], ['Nf5', 'Rc3'], ['Re5', 'Kf8'], ['N5d4', 'Bd7'], ['Rd5', 'Ke8'], ['Ne5', 'Nxd4\n'], ['Rxd4', 'Bb5']]",0-1
World Blitz,Moscow RUS,2009.11.16,2,"Karjakin,Sergey","Bareev,E",,,B12,"[['e4', 'c6'], ['d4', 'd5'], ['e5', 'Bf5'], ['Nf3', 'e6'], ['Be2', 'c5'], ['O-O', 'Nc6'], ['c3', 'Bg6'], ['Be3', 'cxd4\n'], ['Nxd4', 'Nge7'], ['f4', 'Nf5'], ['Nxf5', 'Bxf5'], ['Nd2', 'h5'], ['Nf3', 'Be7'], ['Nd4', 'Nxd4'], ['Bxd4', 'g6\n'], ['Qb3', 'b6'], ['Rfd1', 'O-O'], ['g3', 'Qc7'], ['Rd2', 'Be4'], ['a4', 'Bc5'], ['Qd1', 'Kg7'], ['Kf2', 'a5\n'], ['h3', 'Rab8'], ['Rc1', 'Rfc8'], ['Bb5', 'Qe7'], ['Qe2', 'Bf5'], ['Kg2', 'Be4+'], ['Kh2', 'Rc7'], ['Qe3', 'Rbc8\n'], ['Rf1', 'Rb8'], ['Rff2', 'Rbc8'], ['Kg1', 'Rb8'], ['Be2', 'Rcc8'], ['Bf3', 'Bxf3'], ['Qxf3', 'b5'], ['axb5', 'Rxb5\n'], ['g4', 'Bxd4'], ['Rxd4', 'hxg4'], ['hxg4', 'Rh8'], ['Rdd2', 'Qh4'], ['f5', 'd4'], ['fxe6', 'Rb7'], ['Qxb7', '']]",1-0
World Blitz,Moscow RUS,2009.11.16,3,"Morozevich,A","Karjakin,Sergey",,,C24,"[['e4', 'e5'], ['Bc4', 'Nf6'], ['d3', 'Nc6'], ['a3', 'Be7'], ['Nc3', 'O-O'], ['f4', 'd6'], ['f5', 'Nd4'], ['Nf3', 'c6'], ['Ba2', 'd5\n'], ['O-O', 'Re8'], ['Kh1', 'Bc5'], ['Bg5', 'h6'], ['Bxf6', 'Qxf6'], ['exd5', 'Nxf5'], ['Ne4', 'Qe7'], ['dxc6', 'bxc6\n'], ['Nxc5', 'Qxc5'], ['Nh4', 'Nd6'], ['b4', 'Qc3'], ['Nf3', 'Be6'], ['Bxe6', 'Rxe6'], ['Ng1', 'Qd4'], ['Ne2', 'Qe3\n'], ['Ng3', 'a5'], ['Re1', 'Qd4'], ['Rb1', 'axb4'], ['Rxb4', 'Qc5'], ['Qc1', 'f5'], ['Qb2', 'f4'], ['Ne4', 'Nxe4\n'], ['Rbxe4', 'f3'], ['c4', 'Rxa3'], ['d4', 'Qa5'], ['gxf3', 'Ra2'], ['Qc1', 'Qd8'], ['dxe5', 'Rg6'], ['R4e2', 'Rxe2\n'], ['Rxe2', 'Qd3'], ['Qe3', 'Qxc4'], ['e6', 'Kf8'], ['e7+', 'Ke8'], ['h3', 'Qd5'], ['Kh2', 'Qd6+'], ['f4', 'Rf6\n'], ['Kg3', 'g5'], ['Qb3', 'Qxf4+'], ['Kg2', 'Qf1+']]",0-1
World Blitz,Moscow RUS,2009.11.16,4,"Karjakin,Sergey","Svidler,P",,,C77,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['d3', 'b5'], ['Bb3', 'Bc5'], ['a4', 'Rb8'], ['O-O', 'd6\n'], ['Be3', 'Bxe3'], ['fxe3', 'O-O'], ['axb5', 'axb5'], ['Nbd2', 'Ne7'], ['Nh4', 'Be6'], ['Kh1', 'c6'], ['c4', 'bxc4\n'], ['Bxc4', 'Rxb2'], ['Bxe6', '']]",1/2-1/2
